"","Unnamed..0","tissue","endometriosis","severity","p201565_s_at","p201566_x_at","ID2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.7583579819961,10.014650878854,11.3865044304251
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.0187681499639,9.65093124295242,10.8348496964582
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.0368937607895,10.0110722862073,11.0239830234984
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.6746560593941,10.7506435923546,12.2126498258743
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.6870948101608,9.35182716697269,10.5194609885667
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.764298405281,10.4128224956337,11.5885604504574
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.7474595058706,10.39294358989,11.5702015478803
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.8974321032447,9.65596287944224,10.7766974913435
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.0118047567157,9.65596287944224,10.833883818079
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.8097068468759,11.4997228689708,12.6547148579233
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.1884134002888,9.65596287944224,10.9221881398655
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.8193825709977,10.401929959616,11.6106562653069
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.2137076803589,10.9476439261864,12.0806758032726
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.3702015249462,9.38343380781776,10.376817666382
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.795303880038,9.65596287944224,10.7256333797401
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.0792011415221,10.7219442058933,11.9005726737077
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.8461324149934,10.5356295477436,11.6908809813685
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.2879254396429,11.0445813052399,12.1662533724414
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.7853869278048,10.4366066639046,11.6109967958547
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.8525306379381,9.84797762798641,11.3502541329623
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.0573777765229,9.55610895184243,10.8067433641827
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.5476672721426,9.78865656665477,11.1681619193987
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.8558213649854,9.22323704917428,11.0395292070798
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.1900744441789,9.65596287944224,10.9230186618106
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.1991736236647,9.25826716112523,10.728720392395
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.7738359293098,8.78768900890205,10.2807624691059
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.8096585426139,7.48017275280725,9.14491564771057
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.0275279861827,9.29790073387908,10.6627143600309
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.7782257652575,10.2369081825261,11.5075669738918
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.6852469749564,8.7486473540513,10.2169471645038
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.0534160438396,9.25229894649129,10.6528574951654
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.8223042418479,9.88884352573978,11.3555738837938
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.4537998164573,7.30501282986266,8.87940632315998
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.3453989463333,8.54978943652526,9.94759419142928
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.8806438065693,10.324379916475,11.6025118615221
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.4362111225589,9.65596287944224,11.0460870010006
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.7181786211875,8.68051844856834,10.1993485348779
