"","Unnamed..0","tissue","endometriosis","severity","p211615_s_at","p230194_at","LRPPRC"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.83587675151833,7.48939396273105,8.16263535712469
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.49480200631084,6.74567605639434,7.62023903135259
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.46790142525117,5.70359240310622,7.0857469141787
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.25072112802077,7.06804710602692,7.65938411702384
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.57581715204638,6.05119444799883,7.3135058000226
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.57254882135366,7.09530263642789,7.83392572889078
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.36561654665751,6.44699089945016,7.40630372305383
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.87466431371053,6.07419525425898,7.47442978398476
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.88582431969402,6.67586689246316,7.78084560607859
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.36154578651547,6.43423061727085,7.39788820189316
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.27274529016143,6.53076919084722,7.40175724050432
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.56976336692198,7.60861523736405,8.08918930214302
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.46738869570984,6.08613214575842,6.77676042073413
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.64968239468099,6.53976131946877,7.59472185707488
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.27187166649958,7.46551198128285,8.36869182389121
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.85683977656707,6.77250460642973,7.8146721914984
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.64055758562701,6.98726556817577,7.81391157690139
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.50535156567818,7.45941603699079,7.98238380133449
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.6455950551756,7.06159638934536,7.85359572226048
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.78549837595845,5.37601442722861,6.58075640159353
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.72631025123986,6.79259078244319,7.75945051684153
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.90420537689009,5.69976193190286,6.80198365439647
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.52669364841486,5.16446069177026,6.34557717009256
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.11313515199606,6.20653101625609,7.15983308412607
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.40079186842293,6.13632026172071,6.76855606507182
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.74898956984797,6.61235704572128,6.68067330778462
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.32032422215827,6.25568376452637,6.78800399334232
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.85186560196982,6.36316260980117,7.6075141058855
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.67675395712537,6.44699089945016,7.56187242828777
