"","Unnamed..0","tissue","endometriosis","severity","p202630_at","p202631_s_at","APPBP2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.01736439731298,7.45424991639631,8.23580715685464
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.53812684890662,6.19156976265274,6.86484830577968
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.41559519012643,5.77630568971224,6.59595043991933
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.59115224916831,5.7800982812097,7.185625265189
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.02625964410146,6.80796489646156,7.91711227028151
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.09069479709809,7.91014338786049,8.50041909247929
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.0638193615494,7.45451154581388,7.25916545368164
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.96279054442271,7.11992737892507,7.54135896167389
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.67615435084861,7.46012941863087,8.06814188473974
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.38984033772368,8.15273242695091,8.27128638233729
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.24552227236269,7.3246051168797,7.7850636946212
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.57181934505984,7.08898336447478,7.83040135476731
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.61565209046156,7.57226115057997,7.59395662052076
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.48820676866436,7.20755948138592,7.84788312502514
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.05489593910639,6.63892120376595,7.84690857143617
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.2445987002562,7.58143642736504,8.41301756381062
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.10468948450672,7.4500211985451,8.27735534152591
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.24291153609441,8.2547629994522,8.7488372677733
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.15835305580519,8.01045275449949,8.58440290515234
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.66559925216676,6.38027018420576,7.52293471818626
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.57983039007815,4.13310495384859,6.35646767196337
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.94183941983865,6.26940564967979,7.60562253475922
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.41258031341723,6.90479439620993,7.65868735481358
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.67018113743693,5.66271641220024,7.16644877481859
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.10309907998566,5.01275222870461,6.55792565434513
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.47041252952968,5.21506856794478,6.84274054873723
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.37856045407578,5.98230324007831,6.68043184707705
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.71678898319273,5.68612258946804,7.20145578633038
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.83535382813156,5.41938770445915,7.12737076629536
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.19851770899982,4.43150340262096,6.31501055581039
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.03108636848469,5.21506856794478,6.62307746821473
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.398993438641,5.1556729408573,6.77733318974915
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.09295883898923,5.10685410864024,6.09990647381474
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.66914947647233,4.15497755908554,5.91206351777894
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.61316029889702,6.6436068643765,8.12838358163676
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.88633866783263,6.83698603911979,7.86166235347621
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.66107531573975,6.38102757627262,7.52105144600618
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.13514342596887,6.24383656249608,7.68948999423248
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.52857934777446,5.82404449776961,7.17631192277203
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.08447183327067,5.81522764264825,7.44984973795946
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.24494400134269,7.11796815095665,8.18145607614967
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.86493011371618,3.94535085151148,5.90514048261383
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.31944082293476,6.08967218697939,7.20455650495708
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.05626386941598,6.00299686842031,7.52963036891814
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.56172141483935,5.88684377443493,7.22428259463714
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.71132088725232,5.22258970070545,6.96695529397889
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.16250564023485,5.04704962461348,6.60477763242416
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.36893112942154,5.59558352109298,6.98225732525726
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.28806028281944,6.8595582269631,7.57380925489127
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.95412195197636,5.17566381179061,6.56489288188348
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.16775807861232,5.73996748666639,6.95386278263936
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.7194721202685,4.58973213028466,6.15460212527658
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.07953873088412,4.68431560318607,6.8819271670351
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.32924795712124,5.79314668227692,7.06119731969908
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.13980970136445,5.3307432992563,7.23527650031038
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.43427278281493,6.74789030327428,8.09108154304461
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.80684543024343,5.21506856794478,7.0109569990941
