"","Unnamed..0","tissue","endometriosis","severity","p36994_at","p200954_at","ATP6V0C"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.7915923295132,9.05708050337016,9.92433641644168
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.9506247547744,9.05015119003759,10.000387972406
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.3946206544224,8.88196828702231,9.63829447072236
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.5996971073552,9.76584624257169,10.6827716749634
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.0799551283514,9.23323071155206,10.1565929199517
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.8156166751155,10.0151499794152,10.9153833272653
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.0636624510379,9.33364195836505,10.1986522047015
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.9753273715913,8.55713797460723,9.76623267309926
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.9994888083334,8.9881607565731,9.99382478245325
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.7091612728567,9.94057090439935,10.824866088628
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.8081875153109,8.80809696413087,9.80814223972089
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.0054245001917,8.92269750037353,9.96406100028262
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.9924329658916,9.1486432890538,10.0705381274727
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.0375309804711,8.83164557072778,9.93458827559944
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.1758525773599,9.19222893545271,10.1840407564063
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.4776633045068,9.42528293328433,10.4514731188956
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.765002502396,9.82363739842471,10.7943199504104
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.7236270795822,9.75571518702791,10.7396711333051
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.1436481463255,9.29246610783454,10.21805712708
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.9819440831816,10.7647734671465,11.873358775164
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.4385784857865,10.279253966589,11.3589162261878
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.2221729366173,11.2965724474837,12.2593726920505
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.9022827553337,10.8174494132074,11.8598660842705
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.3611549975088,11.3823991820051,12.371777089757
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.415272575272,11.5899056244906,12.5025890998813
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.1840406579613,11.2242041725874,12.2041224152743
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",13.0000511338443,10.869664610158,11.9348578720011
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.781447237078,10.7015108035759,11.7414790203269
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.6718187434215,10.7181025121441,11.6949606277828
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.8577564048497,10.6993713754888,11.7785638901693
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.7567076425337,10.601431498743,11.6790695706384
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.8076605675559,10.843647169399,11.8256538684774
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.4293934004933,11.4430182286219,12.4362058145576
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",13.309435268169,11.4841692533382,12.3968022607536
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.2726958223625,9.08075715525524,10.1767264888089
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.9640454296251,10.6995869202955,11.8318161749603
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.6785931903682,10.5233588076097,11.600975998989
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",12.5417813332589,10.2984858537672,11.4201335935131
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.4438167023241,10.3063001297713,11.3750584160477
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.3067117342654,11.2928417972234,12.2997767657444
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.2370824127301,9.94057090439935,11.0888266585647
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.4201224380563,11.6921608486371,12.5561416433467
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.6514583910883,10.4339393322969,11.5426988616926
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.5352742888917,10.3014909954607,11.4183826421762
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",13.1935323554674,11.1713541344237,12.1824432449455
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",12.5113712773557,10.1068218754996,11.3090965764276
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.9175031469334,10.7268280553911,11.8221656011623
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",13.0865495118979,10.7296441679119,11.9080968399049
