"","Unnamed..0","tissue","endometriosis","severity","p207839_s_at","p229729_at","TMEM8B"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.35687597593674,4.9739288263749,4.66540240115582
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.20072187203571,5.2273829456527,4.71405240884421
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.43860995297536,5.09540979579706,4.26700987438621
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.01821049936874,4.96979042540254,3.99400046238564
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.1572954603562,4.38234373250934,4.26981959643277
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.19019144689072,5.57864304889091,4.38441724789081
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.81068684726779,4.25371476504458,3.53220080615618
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.03783492680698,5.57864304889091,5.30823898784895
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.47410673021871,5.00377464147173,4.73894068584522
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.28498650435072,5.2273829456527,4.25618472500171
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.12760954928827,4.94271956889546,4.53516455909186
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.50082001880739,3.56981602138331,3.53531802009535
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.49410810104859,5.2273829456527,4.36074552335065
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.61807668112298,5.24359081676112,4.93083374894205
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.50381577208338,5.48129053040973,4.99255315124655
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.26697192141046,4.13058094325044,3.69877643233045
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.26697192141046,4.6120409473674,3.93950643438893
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.25616356161205,5.2273829456527,4.24177325363237
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.49689991683139,4.76022529373279,4.12856260528209
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.0431511800203,5.57864304889091,5.3108971144556
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.05720057288073,5.9573234394732,6.00726200617697
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.09485375458167,5.66820042655129,5.38152709056648
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.5055540986024,5.22337660029719,4.86446534944979
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.22404434292316,6.15040311329515,6.18722372810915
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.19807048608922,6.46272482426073,5.83039765517498
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.59245132285765,7.62795365872852,7.11020249079309
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.80591156133962,7.94279027072292,7.87435091603127
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.17338801539321,6.66314188950185,6.41826495244753
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.37019543927933,6.30422337840285,5.83720940884109
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.03411807164849,7.43105122635139,7.23258464899994
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.68955235784771,7.64925856985324,7.16940546385047
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.87473449600192,6.30336982398351,6.08905215999271
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.3588676097257,8.32665700835362,8.34276230903966
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.30850033788805,7.82348370577855,7.5659920218333
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.08076045300272,5.36830857542532,5.22453451421402
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.10161117190749,6.02988618016168,5.56574867603458
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.64606913398295,7.73906651686062,7.69256782542178
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.69772985997417,5.57864304889091,5.63818645443254
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.63039138078124,7.02589932076978,6.82814535077551
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.79994487388322,7.00718409245813,6.40356448317067
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.45523295458234,6.77965934048987,6.61744614753611
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.8623998003952,6.31801619137311,6.09020799588416
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.31925294565017,6.20398658810795,6.26161976687906
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.71463078700127,5.97466714890005,5.84464896795066
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.82751655423253,6.00852413643301,5.91802034533277
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.01792182527128,7.38078297281076,7.19935239904102
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.68544693995146,7.58523239086937,7.63533966541041
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.92600576837152,5.68419008391019,5.30509792614085
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.77839217369486,6.55611569769811,6.16725393569648
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.51249600622768,6.97061715368772,6.7415565799577
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.91391164816831,7.06260063232834,6.98825614024832
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.14745383458711,7.03233244528223,6.58989313993467
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.33694995672931,6.88182838942746,6.60938917307838
