"","Unnamed..0","tissue","endometriosis","severity","p223031_s_at","p223029_s_at","TRAF7"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.00525425380388,6.44777318449876,6.72651371915132
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.1082317922707,6.44777318449876,6.77800248838473
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.6308372359894,5.44822706641649,6.03953215120294
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.01517959868526,6.41337075125723,6.71427517497125
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.08210776097842,7.06742203621761,7.07476489859802
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.52556615907873,6.64015794147282,7.08286205027578
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.63672958174513,6.44777318449876,6.54225138312195
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.16557657990684,7.25734121503923,7.21145889747303
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.98723748891919,6.49997302506855,6.74360525699387
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.77238116506316,6.94932514769482,6.86085315637899
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.63565730970155,6.44777318449876,6.54171524710016
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.03766751055972,6.70846500483936,6.87306625769954
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.54795915405346,6.10561541134884,6.82678728270115
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.2101858897235,7.1352112271192,7.17269855842135
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.18903193159399,6.72534304701811,6.95718748930605
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.35240296008762,7.03563777490592,7.19402036749677
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.10718235163438,6.75549772274481,6.9313400371896
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.9905774476966,6.44777318449876,6.71917531609768
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.91354946484943,6.73503442047948,6.82429194266446
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.79177043187369,8.15988155913699,8.47582599550534
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.7639493631328,8.2273775183495,8.49566344074115
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.51228705662015,8.8844044053896,8.69834573100487
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.78753507580067,8.35074768871569,8.56914138225818
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.24392327334842,9.2109676464996,9.22744545992401
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.86962263257429,8.34601615437165,8.60781939347297
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.18288813076769,8.66358845619629,8.92323829348199
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.92922181412748,9.00105934651594,8.96514058032171
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.62844535888959,7.97531219026752,8.30187877457855
