"","Unnamed..0","tissue","endometriosis","severity","p242263_at","p202195_s_at","TMED5"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.68630178773392,6.02087864772583,5.35359021772988
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.21850049081385,5.44212490955495,4.3303127001844
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.87437138854956,5.21314160159617,4.54375649507286
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.08085339186805,6.11078542783041,6.09581940984923
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.74967812815071,6.064368010534,5.40702306934235
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.93559963758372,7.43908280927065,6.68734122342718
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.6605067985255,5.04713193365489,5.35381936609019
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.00952764638359,5.85444902782121,4.9319883371024
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.85430073906145,5.68414042212306,5.26922058059225
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.67278599880762,7.6841924759278,7.17848923736771
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.78097169226736,5.86501612642146,4.82299390934441
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.53226819205278,5.64101899229933,5.08664359217605
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.94456812133184,5.5354909727374,5.74002954703462
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.4638797505759,5.68175860398296,5.07281917727943
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.66242646956529,5.17978022281758,4.92110334619144
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.23006413510057,6.76309239720053,6.49657826615055
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.95888595793187,6.53518777179318,6.74703686486253
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.11067324341072,7.58555970708187,7.34811647524629
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.62256938511102,7.10705040203446,6.86480989357274
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.84883867670624,6.55597093805781,5.70240480738203
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.99563198854966,5.76159481474264,4.87861340164615
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.21327120948176,7.55897155433035,6.38612138190605
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.4596056368829,5.6846861862202,5.07214591155155
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.4638797505759,6.12899181739399,5.29643578398495
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.25325873472166,5.78141387410098,5.01733630441132
