"","Unnamed..0","tissue","endometriosis","severity","p223166_x_at","p225377_at","RABL6"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.59796215770973,6.24124672710152,6.41960444240562
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.17845754399413,6.77391708809779,6.47618731604596
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.48087890383804,6.83541695175367,6.65814792779585
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.03538919705866,5.89800335855195,5.9666962778053
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.7403212760432,7.56775417809404,7.15403772706862
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.37557592849135,7.17456255939997,6.77506924394566
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.26715427413276,6.01061752280428,6.13888589846852
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.64257722570562,6.03322005380338,6.3378986397545
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.19791136530663,6.33746064637279,6.26768600583971
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.90841626358006,6.96037358820736,6.43439492589371
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.52774378023233,6.22975429783782,5.87874903903507
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.85667976854071,6.66472514602689,6.2607024572838
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.23706290551067,7.08540259628912,6.6612327508999
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.81159552231145,6.75531090390886,6.78345321311016
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.96154272221506,7.04280789877406,7.00217531049456
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.40622328419957,6.20401005187652,6.30511666803805
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.04827347173255,6.61050231912804,6.32938789543029
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.20372408652563,7.12466708938038,6.664195587953
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.78474843218217,6.15420301352938,6.46947572285577
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.78296693480358,8.10535689956278,8.44416191718318
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.76231251588413,7.3125750650148,8.03744379044947
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.57607783151511,7.66245342184748,8.1192656266813
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.22170707874417,8.49383748243295,8.35777228058856
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.29510607261731,7.41734963517593,8.35622785389662
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.73204558920306,9.01095063605968,8.87149811263137
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.70355431472795,9.79924031946432,9.75139731709613
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.86589919237871,8.00834400704751,8.93712159971311
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.7589426514339,8.71808220829554,8.73851242986472
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.73355907337117,7.86489811654074,7.79922859495595
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.59416043128082,8.33967713640465,8.96691878384273
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.43405641364211,7.55140049013106,8.49272845188658
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.96032397057984,9.16672004727577,9.06352200892781
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.87666837888285,9.94821331380622,9.91244084634453
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.61586546414458,9.89785371007815,9.75685958711136
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.0208960757943,7.95427481228018,7.98758544403724
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.93187252038119,10.2211199225104,9.5764962214458
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.36931659946569,9.12797988198209,9.24864824072389
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.97690205162331,6.84380022480993,7.41035113821662
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.93580148778694,8.62951775410109,8.78265962094402
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.32412065516663,8.7538315352231,9.03897609519487
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.62481797125025,8.42607229561522,8.52544513343274
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.81999867469091,6.93861906228873,7.87930886848982
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.75039758659865,8.34102183803122,8.04570971231493
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.60887549765333,5.68709543262739,6.64798546514036
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.70410538896479,8.157287366198,8.43069637758139
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.20021911769637,8.7326957792144,8.96645744845538
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.0612591197058,8.42222529504185,9.24174220737383
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.3867184525099,7.42497667769565,7.90584756510277
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.81084163728378,8.78143408143718,8.79613785936048
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.65858635365471,9.45021751634163,9.55440193499817
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.69790550263696,8.53071579141841,9.11431064702769
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.28785410342682,7.53101129820356,8.40943270081519
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.46534093119989,7.16661534762058,7.81597813941023
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.12080045815319,9.49835031392078,9.30957538603698
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.06672489750169,7.66293851236486,8.36483170493327
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.94382179513037,7.21692362857926,7.58037271185482
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.01109386115048,8.31856568892863,8.66482977503955
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.10935014582314,7.16661534762058,7.63798274672186
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.5784555573741,5.77152943341645,6.67499249539527
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.15996505630581,7.16661534762058,7.66329020196319
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.97777285602291,8.47223436302095,8.72500360952193
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.16719812862224,5.86593897527412,7.01656855194818
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.19198238648869,7.53101129820356,7.86149684234612
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.63732651796994,7.16661534762058,7.40197093279526
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.75039758659865,7.16661534762058,7.45850646710961
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.29760819947573,8.54183139503501,8.41971979725537
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.85591207463295,8.93890642046188,8.89740924754742
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.81812604675624,7.18604441642842,7.50208523159233
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.47168983533636,7.48518379115954,7.47843681324795
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.75039758659865,7.83346772622145,7.79193265641005
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.1994268194132,7.22071658986536,7.21007170463928
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.35630604981057,7.39767194139164,7.3769889956011
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.45426836390606,7.44067909288607,7.44747372839606
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.53145608217747,7.49933397259699,7.51539502738723
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.58496157143105,7.40910480900801,7.49703319021953
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.00785745608815,6.92134337747476,6.96460041678145
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.65806207630965,7.38364579941024,7.52085393785995
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.93480561086066,7.97612746381979,7.45546653734023
