"","Unnamed..0","tissue","endometriosis","severity","p212945_s_at","p230848_s_at","p235409_at","MGA"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.38053894461278,7.57933587507656,6.05410674262528,7.67132718743821
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.79676228748843,8.90013612117268,6.21820631225347,7.97170157363819
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.24721623719694,8.39187091440822,7.02601340756797,7.88836685305771
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.31962330690639,8.71213647840924,5.77194554725602,7.60123511085722
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.09105970878353,9.16171177096014,5.16553447803638,7.47276865259335
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.65479179822328,7.72796557771029,5.55380825803268,7.31218854465542
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.87853591254155,5.78669719733811,6.76143052495554,6.8088878782784
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.27635241909468,8.9485195389221,6.54670604858254,8.25719266886644
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.56231800966615,8.13373039941755,6.55675033364541,7.75093291424304
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.74883213245457,8.83031068097758,4.60309208606318,7.06074496649844
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.84025845179038,7.8597092650161,7.29873804857896,7.66623525512848
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.07685937799511,8.55649693404779,7.03172011127414,8.22169214110568
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.12088726075917,8.36776241671054,7.86456194062372,8.11773720603114
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.05907632516339,8.92228241626354,7.74732937979316,8.57622937374003
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.57663067573967,7.61242771104514,7.38841535857816,7.85915791512099
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.98745646855122,7.30422835119828,6.52517234604994,7.60561905526648
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.10937637440089,8.23233298738497,7.05836915967043,8.1333595071521
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.40524071079485,7.97012722213022,7.48870216224945,7.95469003172484
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.21466363232779,8.7423674604739,7.24472959533719,8.06725356271296
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.71662772059861,5.64156591796396,4.75792827725733,5.70537397193997
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.94670115157369,5.67488875874281,4.22642398636559,5.61600463222736
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.32015301901074,5.64156591796396,4.27080498753915,5.41084130817128
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.02857419970938,5.78073252931395,5.89934947859887,6.23621873587407
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.94670115157369,5.78669719733811,3.92053926320957,5.55131253737379
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.23048264508599,4.91015721427064,4.95143990935224,5.36402658956962
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.80986269591231,5.64156591796396,4.57105980979554,5.6741628078906
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.76747829821748,5.64156591796396,4.37561019250495,5.26155146956213
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.37186859619729,5.19355058846985,5.67726231489783,6.08089383318832
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.29749732483545,5.79518479463885,4.57628211368444,5.88965474438625
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.32915119442566,5.49812768681646,3.02553406824902,5.28427098316371
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.08280314548391,4.45135114841408,3.23196240467301,4.92203889952367
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.24882108767607,4.50734197046668,5.73628883112104,5.83081729642126
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.24858051724858,4.90600069547758,4.10912823170883,5.087903148145
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.4304293850183,4.65219851835172,4.57628211368444,4.88630333901815
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.76352626793874,6.03743777290173,6.62078900217685,7.14058434767244
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.96453537846306,5.77127188499675,6.32963877031258,6.35514867792413
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.85336375930557,5.64156591796396,5.18295523237002,5.89262830321318
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.38351353732177,5.86904165550866,4.57628211368444,5.94294576883829
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.2123257270165,4.97669270978297,4.99935427729748,5.72945757136565
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.31418717805165,5.53911849209265,4.10912823170883,5.32081130061771
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.13480635075423,5.65571482391552,6.14389909244244,6.31147342237073
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.84506079289272,5.64156591796396,2.49315230553039,4.99325967212902
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.72849959086963,5.35724259840163,5.8220859667086,5.96927605199329
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.49939144624036,5.96278067046997,3.81964352433107,5.76060521368047
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.31311170115664,4.77213293750767,4.10912823170883,5.06479095679105
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.25202100773407,6.36844735802829,6.15042878067962,6.59029904881399
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.62720797937772,4.84953321097382,3.30468953297741,4.92714357444298
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.44131537250874,5.45102478332694,4.12213425016732,5.33815813533433
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.91921670239025,5.64156591796396,5.91802601176989,6.1596028773747
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.67909821392545,5.26439735359757,4.22642398636559,5.0566398512962
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.87266177236417,5.58280369730826,3.30468953297741,5.25338500088328
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.80509675740519,5.64156591796396,2.62139385330095,4.68935217622337
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.91773900042681,5.78669719733811,3.30468953297741,5.33637524358078
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.94670115157369,4.29738560141338,4.81533613298766,5.35314096199158
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.65387357071018,6.18396671250579,3.30468953297741,5.71417660539779
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.55121099640975,7.74571115481546,6.2478566059477,7.51492625239097
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.31117544343394,5.38435836960084,4.16000724694745,5.61851368666074
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.06366693219129,6.7574510232549,4.57628211368444,6.46580002304354
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.28193923972944,6.28137451896953,2.46434999875899,5.67588791915265
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.04754711870576,5.77420917025874,3.30852733028053,5.37676120641501
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.95013744397589,5.62286265363742,4.30287841002357,5.62529283587896
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.77035563365889,5.64156591796396,2.23771911438644,5.21654688866976
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.08213619587391,6.18621081238576,5.38702252942585,6.55178984589517
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.82153879218372,8.53463995122347,5.51392813771447,7.62336896037389
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.04101368867125,5.98394873208762,5.40444311721308,6.47646851265732
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.69663848077595,4.08442591478691,5.99008729856141,5.92371723137476
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.05233569889787,6.21649243614845,5.60843417070841,6.62575410191824
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.53060673687079,6.6039427352449,6.14161463648542,7.09205470286704
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.45573609714861,6.18312973387973,7.07786665613155,7.2389108290533
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.89499827771194,6.11227607098334,7.4765923116149,7.49462222010339
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.70033526205134,6.39896827603937,7.03696689085077,7.37875680964716
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.01006018358872,6.3828339963811,6.8574878575726,7.41679401251414
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.88427615420362,5.78669719733811,7.25596312343021,7.30897882499065
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.79790153550683,5.78669719733811,6.5190643945051,7.03455437578335
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.99536713974487,5.89734272477739,7.13769619381526,7.34346868611251
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.94270597775248,6.17455169383738,7.41468359978772,7.51064709045919
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.62561961431387,6.19600574248282,6.07364300484801,6.96508945388157
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.24032609657465,5.64156591796396,7.51727131334757,7.13305444262873
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.67584118345034,6.93275075768743,6.89633440861749,7.50164211658509
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.86054697236223,5.68046306296109,8.94337615335042,7.82812872955791
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.82057916698751,6.3748811827575,7.01532748483425,7.40359594485975
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.80666775631793,6.24604135007429,6.61963178003508,7.2241136288091
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.66984766610037,5.21782308819386,4.22642398636559,5.70469824688661
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.12028163685759,5.64156591796396,5.232934835394,6.33159413007185
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.23438904238476,5.9331169088348,3.77097571161219,5.97949388761058
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.19891779562995,5.28039898125633,4.22642398636559,5.56858025441729
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.43188226430849,5.63322873412883,4.57628211368444,5.88046437070725
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.29265474985459,5.65356252655149,4.69072486156315,5.87898071265641
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.47426913897096,6.71772447127662,4.18255102297842,6.45818154440867
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.23825449386373,5.64156591796396,4.10912823170883,5.66298288117884
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.03719127468194,5.06384323032132,4.57628211368444,5.55910553956257
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.5100235597285,5.20944282624312,5.46540127370296,6.06162255322486
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.8819335437632,5.64156591796396,4.10912823170883,5.54420923114533
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.31196669769728,6.15257445555048,7.35210415284195,7.2722151020299
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.22150969887461,5.64156591796396,4.22889113205823,5.69732224963227
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.27639479998213,5.58656313678336,4.46285242718376,5.77527012131642
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.14947724040368,5.99640022026998,4.96352432773334,6.03646726280233
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.48292302339435,5.35476061305964,6.44981942212283,6.09583435285894
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.78850621803106,4.33597491217543,5.2666170471424,5.46369939244963
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.01878994657464,5.10453130478358,4.22642398636559,5.44991507924127
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.6725629677481,5.64156591796396,4.5884009508065,5.96750994550619
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.89609673536314,6.11534801841042,6.76943273091865,6.92695916156407
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.59522548403432,5.86107358261668,4.38210645654476,5.94613517439859
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.97339792740876,5.3646784173112,4.22325868120312,5.52044500864103
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.74828043973773,5.43375122178671,6.49220115663419,6.55807760605288
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.96504353374589,5.70379638473741,4.57628211368444,5.74837401072258
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.14740408021579,5.64156591796396,2.39469569594211,5.39455523137395
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.83029847941944,5.35040493178336,4.11949215775373,5.76673185631884
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.03363938329335,5.78669719733811,4.57628211368444,6.13220623143863
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.36062160611076,5.64156591796396,4.10912823170883,5.70377191859452
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.78080357601264,5.64156591796396,4.10912823170883,5.51049924189514
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.00433006056317,5.14772423514806,4.57628211368444,5.90944546979856
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.01731024977488,6.24445858863615,4.22642398636559,6.16273094159221
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.59113223542471,7.39595901050596,6.87379346682611,7.62029490425226
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.9974374870431,8.31276842809719,5.88380245079182,7.73133612197737
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.72607632110917,8.50378855189043,6.09082729281892,7.77356405527284
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.54392742434934,8.65148292677737,5.31929160059361,7.50490065057344
