"","Unnamed..0","tissue","endometriosis","severity","p218179_s_at","p233558_s_at","TRAPPC11"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.01364840159616,7.51408936606374,7.76386888382995
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.90761408955752,7.11149786927931,6.50955597941842
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.78093516134921,6.40016034121089,6.09054775128005
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.59133963710213,6.68311506030718,6.63722734870465
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.79339107756804,7.80585428362688,7.29962268059746
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.45775715839507,6.67851746238213,7.0681373103886
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.83202900529257,5.46037030171457,5.14619965350357
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.89234335870928,7.17406704825281,7.03320520348105
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.50864532767337,7.16833038321208,7.33848785544273
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.87280313345918,7.14091415992105,7.00685864669012
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.05235859206323,6.91366092271289,7.48300975738806
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.02256006261498,7.05318909723289,7.53787457992394
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.42964674820353,6.3070552055176,6.36835097686057
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.45950573956041,6.80802499571815,7.13376536763928
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.41452341742189,6.8058138684961,7.11016864295899
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.26247154443529,7.36665921043129,7.31456537743329
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.15904185024461,6.87789566636661,7.01846875830561
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.53964932583037,6.88910019704655,7.71437476143846
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.7314287114684,6.89598161644505,7.31370516395672
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.23222899243149,4.474929662904,4.85357932766775
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.0563938287099,4.52579930811045,5.29109656841018
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.15494631044021,4.5026629570235,4.82880463373186
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.11739959585027,3.33342128029867,4.22541043807447
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.83202900529257,4.02567448712648,4.42885174620953
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.15494631044021,3.25622757011217,4.20558694027619
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.09198415540629,2.72422697439523,3.40810556490076
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.92788809728791,3.09122786142029,4.0095579793541
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.65826009629802,5.1075900882466,5.88292509227231
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.67665824777349,2.77502143028126,4.22583983902738
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.83202900529257,2.77502143028126,3.80352521778692
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.15494631044021,2.6639917537774,3.90946903210881
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.94064002172467,4.474929662904,5.20778484231433
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.83202900529257,2.77502143028126,3.80352521778692
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.83202900529257,2.90245166681623,3.8672403360544
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.02991560249159,7.49793588999682,7.7639257462442
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.89744088904899,4.05665306986609,4.97704697945754
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.15494631044021,3.35975946929718,4.2573528898687
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.82356433767768,5.92829699430339,6.37593066599054
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.15494631044021,3.49959198188763,4.32726914616392
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.83202900529257,2.77050693002979,3.80126796766118
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.11257243041813,4.33255873776087,5.2225655840895
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.83202900529257,4.42882610613514,4.63042755571385
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.14124930139379,2.77502143028126,3.95813536583753
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.77946341616481,5.07294761267104,5.92620551441792
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.15494631044021,3.84361977368631,4.49928304206326
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.6097599801482,4.1565629011401,5.38316144064415
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.93966648988814,3.22838256745474,4.08402452867144
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.91870856158298,3.4561459709885,4.18742726628574
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.01356019666596,3.59790397981053,4.30573208823825
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.83202900529257,3.07365439958958,3.95284170244108
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.83568031227781,2.66450581636733,3.75009306432257
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.83202900529257,3.22838256745474,4.03020578637365
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.8613341037265,4.25881069160241,5.06007239766446
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.56790921054994,4.82694595502727,5.19742758278861
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.66502593204016,3.83223811360254,4.74863202282135
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.08701810590816,5.00929596869218,6.04815703730017
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.53962094689938,4.0321356615923,4.78587830424584
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.72217336024267,6.1073617219894,6.41476754111603
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.41323775158777,7.23266924351826,7.32295349755302
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.55042980079568,5.6973653648984,6.12389758284704
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.5819069839693,4.84243493023674,5.21217095710302
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.81029291645339,6.88156966277652,6.84593128961495
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.72217336024267,6.18570145459972,6.4539374074212
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.29928867589474,6.09259782614256,6.69594325101865
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.65765494219668,7.23358993029677,7.44562243624672
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.96449095501873,5.31673193559338,5.64061144530605
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.50266713087154,6.10668632047183,6.30467672567169
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.25560978015158,7.73482185177864,7.99521581596511
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.2045714971491,7.69259207809086,7.94858178761998
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.18275814236618,7.87073905075616,8.02674859656117
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.2729510929974,8.1020834423158,8.1875172676566
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.80189469032378,7.88561705079363,8.3437558705587
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.0134896555619,7.86318420209859,7.93833692883024
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.765379896799,8.13344334312066,7.94941161995983
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.94521318568952,8.18952797584627,8.06737058076789
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.63520409290656,8.17042855902433,8.40281632596545
