"","Unnamed..0","tissue","endometriosis","severity","p227948_at","p230559_x_at","FGD4"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.48578491295013,6.53993370213234,7.51285930754124
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.81679874555665,3.98106499780707,5.39893187168186
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.89662298682374,2.80664795064605,4.3516354687349
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.82725004861282,4.56895845441402,6.69810425151342
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.45971834159727,4.53179700720959,5.49575767440343
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.22046710922579,6.12577880674849,7.17312295798714
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.39131143893766,4.06193479903668,6.22662311898717
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.88739241841973,3.45954361213791,5.17346801527882
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.46523922768991,4.80154131118048,6.13339026943519
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.75674184534625,5.70272290381566,6.72973237458095
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.36992217654765,4.97656484832705,5.67324351243735
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.68744735746307,5.95198209590995,6.31971472668651
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.0061517576389,5.72989244731363,7.86802210247627
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.31729732594783,4.24315285587859,5.28022509091321
