"","Unnamed..0","tissue","endometriosis","severity","p1554553_s_at","p226437_at","YIF1B"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.29620311502919,6.65852075868308,6.47736193685614
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.3969056843319,6.93928246258009,7.168094073456
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.94750171842607,5.27206593065347,5.60978382453977
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.92703555141465,6.36794851004908,6.64749203073186
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.6968053280698,6.50416519943295,6.60048526375138
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.61208869239059,6.59333390153908,7.10271129696484
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.39793744895749,4.99970691949591,5.6988221842267
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.29351941744288,6.74826604344474,7.02089273044381
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.78910782826139,6.04812414296676,6.41861598561407
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.61600385567566,6.99098616268158,7.30349500917862
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.13571093439131,6.74342095765727,6.93956594602429
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.89044267098536,6.70606658268993,6.79825462683764
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.69373001305724,5.27206593065347,5.98289797185535
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.09127992441802,6.49608131518368,6.79368061980085
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.23957298700203,6.47949411497982,6.35953355099092
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.53855206661617,6.68919419876385,6.61387313269001
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.95539103742867,5.77829669197745,5.86684386470306
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.07055500618911,5.99932786673077,6.53494143645994
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.95397215512299,5.67587251485687,6.31492233498993
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.08938171822557,9.8796056181367,9.48449366818113
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.13043970766059,9.66619328164411,9.39831649465235
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.83168915907909,10.2314579905359,10.0315735748075
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.57584176847572,8.34645754918065,7.96114965882819
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.2337448486702,10.6424030610868,10.4380739548785
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.220750923952,10.2634722440103,10.2421115839811
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.7372815022457,11.0905068362659,10.9138941692558
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.6704845032777,11.6265522980613,11.1485184006695
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.63496898573459,10.0268574262184,9.8309132059765
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.08107480367022,9.71475799177185,9.39791639772103
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.1024953868369,10.7072280588642,10.4048617228505
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.97707158228958,10.9000104152137,10.4385409987516
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.24377134243009,9.55950689218405,9.40163911730707
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.6101333650093,11.0894108278691,10.8497720964392
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.924680662292,11.1357478811915,11.0302142717417
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.50304506411927,8.23393868883236,7.86849187647582
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.59608261812909,9.59046367024771,9.5932731441884
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.80631047161737,10.317725710599,10.0620180911082
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.82651571208988,9.40040339309524,9.11345955259256
