"","Unnamed..0","tissue","endometriosis","severity","p1554555_a_at","p219751_at","SETD6"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.99844573473244,6.35835654816489,6.17840114144867
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.13629686352495,6.31138946280459,6.22384316316477
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.3339197308729,5.33489740348617,5.33440856717954
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.14103772985955,7.13847955863232,6.63975864424594
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.45198428749401,7.35539954677951,6.90369191713676
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.43019868459243,6.19632960825877,6.3132641464256
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.83508777047304,6.80327157006062,6.31917967026683
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.4709304640979,4.96779398618804,5.21936222514297
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.0565299964596,7.67290991786968,6.86471995716464
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.53500472364912,4.57322747747132,5.05411610056022
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.20503265563786,6.8915703561821,6.54830150590998
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.47139039156236,7.65016460992166,7.06077750074201
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.12503861073785,6.79777926710596,6.4614089389219
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.24877712706559,7.39182174782024,6.82029943744291
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.40869660023069,7.95388932597116,7.18129296310092
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.31720178119799,6.90321291433596,6.61020734776698
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.30912626562437,7.24092799257512,6.77502712909974
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.89091614300346,7.23760924903843,6.56426269602095
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.74863864529742,7.41231427074203,6.58047645801972
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.37637554651306,5.09577572260729,5.73607563456017
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.76023572792854,6.61863773869507,6.6894367333118
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.86404394256853,4.54140484797621,5.20272439527237
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.3354827807159,5.22941095828399,5.28244686949994
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.15150791902635,3.64718963528444,4.89934877715539
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.18298135787924,4.38346977105609,5.28322556446767
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.0349740125575,4.35385609486349,5.19441505371049
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.73986383537172,4.38211283547736,5.06098833542454
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.37643800492315,5.62199886037334,5.99921843264825
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.20035960941021,3.95497429071033,5.07766695006027
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.50711201853613,4.45898749670225,5.48304975761919
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.95050288000141,5.5538201158332,5.7521614979173
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.62286652691164,5.68132567865077,6.15209610278121
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.3354827807159,4.38346977105609,4.85947627588599
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.3354827807159,4.2217053312553,4.7785940559856
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.29800995369546,7.53719451958404,6.91760223663975
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.07649590780288,5.60106799185429,5.83878194982858
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.77149955415371,6.43060147794045,6.10105051604708
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.25084633479383,5.99446441014819,6.12265537247101
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.66338406266136,5.92152556501428,5.79245481383782
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.55092204702533,4.63051742025901,5.09071973364217
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.54153840647287,6.50473436132781,6.02313638390034
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.09766885477517,3.76494244938601,4.43130565208059
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.60526176116506,4.04987669541143,4.82756922828825
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.5914804558182,5.92941033168971,5.76044539375395
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.90145557372104,4.24781449284203,5.07463503328153
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.40252183786498,6.56682781176519,6.48467482481509
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.12503861073785,5.42172176351191,5.77338018712488
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.81329010210741,5.85291607461603,5.83310308836172
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.97748293997275,5.5795929678052,5.77853795388897
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.60736894359043,4.7553831912588,5.18137606742462
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.77056655881175,5.37682848934258,5.57369752407716
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.50376885773455,4.5123672987758,5.00806807825517
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.02550683066929,5.16823912162682,6.09687297614806
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.61766836069617,6.42558360178472,6.52162598124045
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.8920913195382,6.18846490048398,6.54027811001109
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.62338239276359,7.02610933559431,6.82474586417895
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.12762773717805,5.89467929420016,6.0111535156891
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.76383919572821,6.49563718072509,6.62973818822665
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.50073886041798,6.47015181938288,6.48544533990043
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.31944939002712,6.23704648175834,6.27824793589273
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.20437123827063,6.34388217413935,6.27412670620499
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.84220364465609,4.38346977105609,5.61283670785609
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.03705789029461,7.080512909447,7.05878539987081
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.74276110099481,6.8363934724953,6.78957728674505
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.78466051138623,7.1604959370733,6.97257822422976
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.18768599973428,6.53158582457589,6.85963591215508
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.97705629809423,5.76615829140339,6.37160729474881
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.80611909234091,7.41673663147768,7.11142786190929
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.31843184958824,6.66178510640171,6.49010847799497
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.34055718616267,8.0455904515632,7.69307381886293
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.08041368556701,7.82028334149146,7.45034851352924
