"","Unnamed..0","tissue","endometriosis","severity","p1554390_s_at","p200727_s_at","p200728_at","ACTR2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.21396567373527,7.10572394439318,11.4814549827235,8.60038153361732
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.60948360373979,9.21604855207881,11.5967586451878,10.1407636003355
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.22080819222554,7.69084557169069,11.902800431049,8.93815139832174
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.83853999130631,7.72079032945972,11.5299639377646,8.69643141951021
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.9232698975555,8.03886500689775,11.8850573474992,9.61573075065082
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.1266381007741,7.31956557580234,11.306842752384,8.91768214298681
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.06390770845046,6.05828227707147,11.4170002065978,8.51306339737324
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.4214313934228,6.70933178596299,11.4933211721212,8.208028117169
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.2693363438238,7.29709551825401,11.4473594616957,9.0045971079245
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.15360546833775,8.14375828858999,11.8587331869798,9.71869898130251
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.34441447834663,8.33059276765886,11.7752953953087,9.81676754710473
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.68547540958692,7.3730889921774,11.4142926384841,9.15761901341614
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.36644385827922,8.83939035462321,11.1132060125901,9.10634674183084
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.98164450206301,7.20722964876914,11.8865834912791,8.69181921403708
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.55030692230096,6.45087563812139,11.601939759392,8.20104077327145
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.21022146084913,6.59928503830823,11.734608946499,8.51470514855212
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.65915736876485,6.28632547687011,11.9010955906048,8.28219281207992
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.57152195532152,8.19026338204811,11.765512657317,9.50909933156221
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.14929049512734,7.75261454497986,11.6450149635282,9.18230666787847
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.50129296810359,3.77063505088891,9.9191562035798,6.06369474085743
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.73045299291807,3.44738971444166,10.0542410293135,5.74402791222441
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.0819742347488,4.11575440956614,10.3068360159272,6.50152155341405
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.22592983305157,5.19785335056438,9.16674100545892,6.19684139635829
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.89603709793172,3.10789070158086,9.73198900592317,5.91197226847858
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.76857989940419,3.1366413662545,9.43591469971559,5.44704532179143
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.66034076188872,2.76027443883338,7.18437218247493,4.53499579439901
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.06525965884649,2.80957245819762,7.23864845079019,4.70449352261143
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.63195386911968,4.13530167083147,10.8504273063083,6.53922761541982
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.53613292476695,4.34176312660815,9.39533300957473,6.09107635364994
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.30666605434361,2.86298062683283,8.06982058156918,4.74648908758187
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.66034076188872,2.70074747934659,7.66595065336525,4.67567963153352
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.69120128533667,2.72393782706289,10.2598319718075,5.55832369473569
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.66034076188872,2.70074747934659,6.88314194385921,4.41474339503151
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.66034076188872,2.70074747934659,8.226327949053,4.86247206342944
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.89603709793172,3.99393668956902,12.0058278878859,6.96526722512888
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.37079488396732,5.52688358904154,10.3952392380358,7.09763923701489
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.66034076188872,2.70074747934659,8.39835492893861,4.91981439005797
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.25748646373777,4.50085730058194,10.6754618684752,6.81126854426497
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.66034076188872,2.70074747934659,9.17409871968217,5.17839565363916
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.25567448786135,4.62948965038188,7.98061506790049,5.62192640204791
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.97072769496107,3.1647527302078,9.86526975107494,5.6669167254146
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.97905139549894,3.10789070158086,8.68471136117315,5.25721781941765
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.22592983305157,2.76984027235548,8.47577373193002,5.15718127911236
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.2371404438702,3.14250186450313,9.69770983044347,5.69245071293893
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.41047311646436,3.64191279811971,9.39694971456283,5.81644520971563
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.18279054879035,3.9518859008486,9.69070729350988,5.94179458104961
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.74037865358767,3.2165234495321,7.02342283341995,4.66010831217991
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.86918925630301,3.10789070158086,8.80178049413697,5.59295348400695
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.0660164581639,2.72576698872572,8.9190624783132,4.90361530840094
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.1463277777074,2.72393782706289,8.01861105553938,4.96295888676989
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.71037018763022,3.5607839282176,8.48904620215985,5.58673343933589
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.22592983305157,3.11635476186085,8.68097799825228,5.3410875310549
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.69120128533667,3.10789070158086,8.50379742642676,5.10096313778143
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.21888210066004,3.81215409639567,10.4669334064661,6.1659898678406
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.69120128533667,2.44618092919433,9.74643452992925,5.29460558148675
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.93073020632709,2.73747170516112,11.0568690117962,5.90835697442814
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.00273135690582,2.94322053016202,9.54148295251583,5.49581161319456
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.0794597244576,4.35091827966804,10.8578482449817,6.76274208303578
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.2576947855072,6.48192373768964,11.8100407813336,8.51655310151015
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.24566304796238,3.10789070158086,10.0079810487262,5.78717826608981
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.60989685693572,4.34176312660815,10.6329312041217,6.52819706255519
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.8365419520825,3.89661961731269,11.312775335301,6.68197896823206
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.87078706992675,4.90533282961955,11.0693686193561,6.94849617296747
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.01424263253245,4.84740294714212,10.812129643921,6.89125840786519
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.90565404614593,4.98450856793259,11.5821395779913,7.15743406402327
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.04293427772464,3.3509594577045,10.4032819122635,5.93239188256421
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.24783746520919,4.81822367111379,10.9324695724248,6.99951023624926
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.29998165230578,5.12151073632948,12.1368426018967,7.85277833017732
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.97146522090329,5.32276086922789,12.3562852332981,7.88350377447643
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.65894623276665,5.02507995931072,12.2060931025009,7.29670643152609
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.61154211110863,6.1559432824948,12.5312018413306,8.43289574497801
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.05641475473147,6.03592370292367,11.8133322927376,7.63522358346425
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.39292614382451,5.05764223001817,12.235339453862,7.56196927590156
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.50338118164487,5.81556147493339,12.3928660759942,7.90393624419082
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.21667323716822,6.47964548121175,12.4309760367424,8.37576491837412
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.30847549204225,5.51254093439187,12.4772572227707,8.09942454973494
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.38571019188845,4.87768120064536,12.3130498561081,7.52548041621397
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.60444956505254,7.72531152814548,11.9825446572141,9.10410191680404
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.56543059795151,6.19684410364833,12.339397341348,8.36722401431595
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.27667155421144,7.74670728842762,11.5909311172645,8.87143665330119
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.52403964188714,6.04731841596026,12.2925670525431,8.28797503679683
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.44977625273556,5.99508401064131,12.2516776828248,8.23217931540056
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.72380457282657,4.89700190864469,10.6661202108985,6.76230889745659
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.01106936085639,5.05560248666643,10.8572149955905,6.97462894770444
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.54768562916619,4.38425301292094,10.7909467714008,6.57429513782931
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.39745509314241,4.34176312660815,10.200759554391,6.64665925804719
