"","Unnamed..0","tissue","endometriosis","severity","p224992_s_at","p224991_at","p231643_s_at","CMIP"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.83727287058618,7.19324307063553,3.6224856251921,5.55100052213794
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.74837931489586,6.26251507273544,3.79658013008812,4.93582483923981
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.15184007440839,7.34144695070601,4.14009072332624,5.87779258281355
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.95770660206519,6.57622228658795,4.14009072332624,5.22467320399313
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.89904685582399,7.28646548899578,3.61274935526653,5.59942056669543
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.83727287058618,5.75430120575621,4.14009072332624,5.24388826655621
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.83727287058618,8.12249772324903,4.14009072332624,6.03328710572048
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.83727287058618,5.24358087519807,4.05632320686369,5.04572565088265
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.36343426549909,5.61326929408527,4.14009072332624,4.70559809430353
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.83727287058618,7.51858323322588,4.14009072332624,5.83198227571277
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.66858122955181,7.5898409062813,4.14009072332624,5.46617095305312
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.05317006547777,7.34023761094582,4.13435030152992,5.50925265931784
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.851942745626,7.43762965462503,4.14009072332624,5.80988770785909
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.62481310736114,5.95587384780671,4.14009072332624,4.90692589283136
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.78890045806642,6.70199537261567,4.14009072332624,5.54366218466944
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.19799331103301,7.67791880913434,3.25251074220086,5.0428076207894
