"","Unnamed..0","tissue","endometriosis","severity","p214076_at","p221028_s_at","GFOD2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.38060797494966,4.96952280150325,4.17506538822646
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.45755729894417,4.96952280150325,4.21354005022371
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.42247529359982,4.97835260044221,3.70041394702101
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.32288755513871,4.97814434692183,4.65051595103027
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.36511045943584,4.96488674212937,4.1649986007826
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.45755729894417,4.97814434692183,4.217850822933
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.45755729894417,4.96952280150325,4.21354005022371
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.45755729894417,4.99671701549552,4.22713715721985
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.09135946786635,4.96952280150325,4.0304411346848
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.35733853363886,4.97814434692183,4.16774144028034
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.45671994780125,4.96952280150325,4.21312137465225
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.08497020493935,4.96952280150325,4.0272465032213
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.45755729894417,4.96952280150325,4.21354005022371
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.45755729894417,4.81276709915107,4.13516219904762
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.35927746515266,4.90143418828163,4.13035582671715
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.45755729894417,4.96488674212937,4.21122202053677
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.00599190760083,4.96952280150325,4.48775735455204
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.08497020493935,4.97814434692183,4.03155727593059
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.45755729894417,4.96952280150325,4.21354005022371
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.90546925048046,6.12151653712896,5.01349289380471
