"","Unnamed..0","tissue","endometriosis","severity","p224784_at","p225628_s_at","MLLT6"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.33962181658123,6.13871625370635,7.23916903514379
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.45049587543581,6.9491027666644,7.6997993210501
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.8489655604386,7.61028766495586,8.22962661269723
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.01950737341913,7.207008744842,8.11325805913057
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.42277741349032,7.29020023248654,8.35648882298843
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.0273745979977,7.27319993883117,8.15028726841443
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.61814229099057,7.09772793866867,7.85793511482962
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.6388542503564,7.9098594282955,8.77435683932595
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.80278249778722,6.98269946560224,7.89274098169473
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.18832398185247,7.05194709962225,7.62013554073736
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.31802171436874,6.80657642170237,7.56229906803556
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.20012393126899,7.1864697850381,8.19329685815354
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.91626494308983,6.87126217381798,7.89376355845391
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.97105398948326,7.38897977208493,8.18001688078409
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.13209775347987,6.9368240421063,8.03446089779309
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.18070335330246,7.01619116546198,8.09844725938222
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.93222814562507,7.14093430829968,8.03658122696237
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.80690645665154,7.38390095565526,8.0954037061534
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.82078826610727,6.55065987735226,7.18572407172976
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.90972388998586,7.45342151244959,8.68157270121772
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.127254069277,7.33849954672562,8.73287680800131
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.64059201608215,7.27666013634415,8.45862607621315
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.1523625356972,7.49361511550144,8.82298882559932
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.4998473088617,8.25523326625565,9.37754028755867
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.3524734368725,8.75038140100154,9.55142741893702
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.5110773265686,8.77626944257339,9.643673384571
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.77953832561957,8.22582546598237,9.00268189580097
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.99212108728256,7.66093947247097,8.82653027987677
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.84107184725941,7.47720547786152,8.65913866256047
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.5772553287587,8.25197062383637,9.41461297629753
