"","Unnamed..0","tissue","endometriosis","severity","p201363_s_at","p206245_s_at","IVNS1ABP"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.2034027227428,12.2307465378267,11.7170746302847
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.5344997883926,12.1869427348771,11.3607212616349
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.10848372921674,10.8712483663146,9.98986604776567
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.83815657186548,11.4678630625968,10.6530098172311
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.5542216634695,11.3373958594251,10.9458087614473
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.8857355682173,12.9862769908671,12.4360062795422
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.6406886275649,11.4373355667772,11.039012097171
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.92028426244357,10.7614842777275,9.84088427008554
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.1851198469782,12.1518179300103,11.6684688884942
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.6022249416147,13.3580183281205,12.9801216348676
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.2123720272766,10.6396369503907,9.92600448883365
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.1017154161336,10.953248058211,10.5274817371723
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.6115615239394,12.3531091710586,11.482335347499
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.47972635487769,10.3892860683573,9.9345062116175
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.722009386513,11.5139618898907,11.1179856382018
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.6750702983139,12.214614349327,11.9448423238204
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.5248742356944,12.1200664581678,11.8224703469311
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.8816705162251,12.8515258971201,12.3665982066726
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.510251701216,11.2855406925656,10.8978961968908
