"","Unnamed..0","tissue","endometriosis","severity","p223311_s_at","p226852_at","MTA3"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.87388621687232,5.66114047265942,6.76751334476587
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.67131044983392,5.66114047265942,6.66622546124667
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.40966141948693,5.56480946631412,6.48723544290053
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.68956068354341,6.20523742057225,6.94739905205783
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.00340138604566,5.53645669512724,6.26992904058645
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.00388573654118,5.88944704976362,6.9466663931524
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.99209382066912,4.99197859531795,5.99203620799353
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.57646587163579,5.90119498651605,6.73883042907592
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.72291622111782,5.79694851788981,6.75993236950382
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.44595799842446,5.35895074402509,6.40245437122478
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.66785629392614,5.33532640800443,6.50159135096528
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.70315514978665,5.68317358229761,6.69316436604213
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.37548849708463,5.29301591193787,6.83425220451125
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.74084352192742,5.53212977719314,6.63648664956028
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.34047749132255,5.81830382544936,6.57939065838595
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.6276054421606,5.86497117941755,6.74628831078907
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.8139009340354,5.81920703158582,6.81655398281061
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.52245110527932,5.92797440037136,6.72521275282534
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.99815146563945,4.58401754536206,5.79108450550075
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.99209382066912,5.72349574333503,6.35779478200207
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.79346135734931,5.98295029473193,6.38820582604062
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.94377766508838,5.4782220710305,5.71099986805944
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.47991661668591,5.28581841482724,5.38286751575657
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.30865129205499,5.89463509848528,6.10164319527014
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.45754389766267,5.73169256705773,5.5946182323602
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.42479027791244,6.46369578690783,5.94424303241014
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.81569183202996,6.47837058891707,6.14703121047351
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.70800553551973,5.73329952933649,6.22065253242811
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.55415434929478,5.93263361445275,5.74339398187377
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.47011137942335,6.10615918305482,6.28813528123908
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.92749262263343,7.17183037531133,6.54966149897238
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.37683223440588,5.66114047265942,6.01898635353265
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.14360997182596,6.67803503333221,5.91082250257909
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.45754389766267,6.13102570231474,5.7942847999887
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.40541977686467,6.02531533093895,6.71536755390181
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.65644662096382,5.74538515643554,6.20091588869968
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.10462204922744,6.81640107672866,6.46051156297805
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.99209382066912,5.69909326353242,6.34559354210077
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.66778562413101,6.30560067357688,5.98669314885394
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.44322713277944,6.7254533682163,6.08434025049787
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.45789764732375,6.35667910048446,6.40728837390411
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.70879781530208,5.29301591193787,5.50090686361997
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.17345345905663,6.14593004578737,5.659691752422
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.1131320275881,6.28140576329576,6.19726889544193
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.49681866689155,5.88045717183356,6.18863791936255
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.68902588296962,6.91287797168642,6.30095192732802
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.34478874130151,6.17512403200789,6.2599563866547
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.48287809349288,6.43677064846377,5.95982437097832
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.51383059026844,6.14566289286715,5.82974674156779
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.45754389766267,6.92815985378523,6.19285187572395
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.83913386804198,6.51903123298419,6.17908255051309
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.01205848807222,6.13568789022751,6.07387318914986
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.45754389766267,6.61269113641418,6.03511751703843
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.14118598286656,5.97118849812627,6.55618724049642
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.8984628355769,6.04679472668957,6.47262878113323
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.25075148135361,6.35331366948509,6.80203257541935
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.3932232563736,6.15683822029586,6.27503073833473
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.72890893781459,5.66705059289661,6.1979797653556
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.99209382066912,5.43788524008104,6.21498953037508
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.91113833988451,6.15172360076259,6.53143097032355
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.70823763961605,5.73623839493726,6.22223801727666
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.94151999373487,5.51232392192212,6.22692195782849
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.18891884456296,5.66114047265942,6.42502965861119
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.99209382066912,4.9377520227184,5.96492292169376
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.66412578091867,5.66114047265942,6.66263312678904
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.64104630161102,6.27291023108033,6.45697826634568
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.69974611537423,5.78290254121483,6.24132432829453
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.89964176579403,5.74981121452953,6.82472649016178
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.63561379278742,5.88891333364922,6.76226356321832
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.66605918816152,6.25093143422293,6.95849531119222
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.46759293622238,5.72902953806217,6.59831123714227
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.89918838894053,6.28501908280936,7.09210373587494
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.65766069651744,5.68407201316281,6.67086635484013
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.56436871499957,5.65473090895413,6.60954981197685
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.73077100448953,5.66910422916739,6.69993761682846
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.72998922644054,5.96473924239472,6.84736423441763
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.04523380795047,5.83115915419498,6.93819648107273
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.75716558165424,6.22740999820978,6.99228778993201
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.82137545427713,5.56968716021808,6.69553130724761
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.27204677160132,7.14685900437183,7.70945288798657
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.12258870338364,5.78290254121483,6.95274562229923
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.05581448568952,5.86886070999669,6.9623375978431
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.34212625717505,5.66114047265942,6.00163336491723
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.01252726220267,6.71839097451186,6.86545911835726
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.0521718655385,5.88739097740387,6.46978142147118
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.26211163899353,5.48463473923447,5.873373189114
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.06738416795073,7.23273578151225,6.65005997473149
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.1784859415594,5.58283263740723,5.88065928948332
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.77698862767805,5.51469940999663,6.14584401883734
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.56181270398501,5.43421146888924,5.99801208643713
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.83503415251953,6.41914813900317,6.62709114576135
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.84779391933934,6.95023196443224,5.89901294188579
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.05540200852581,5.78290254121483,5.91915227487032
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.72755076170713,5.51755980254334,6.12255528212524
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.54716121127027,6.60909576177337,6.07812848652182
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.9194396677553,5.22017215485511,5.5698059113052
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.69752711607023,5.32964317738123,5.51358514672573
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.52769261473577,5.69987618955025,6.11378440214301
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.45754389766267,7.33295300847447,6.39524845306857
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.23015374605321,7.36184876004554,6.79600125304937
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.06387163974972,5.75682885481441,5.91035024728206
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.8373244960811,5.47749045886667,6.15740747747389
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.19773965751241,6.3019595441553,6.24984960083385
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.90360887949841,6.7139722491838,6.30879056434111
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.85617438249298,7.32424363700221,7.09020900974759
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.48823364187152,5.71147487418269,6.0998542580271
"107","GSM1256759","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.23621611721411,6.10130293075239,6.66875952398325
"108","GSM1256760","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.33265172265709,5.66114047265942,5.49689609765825
"109","GSM1256761","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.99209382066912,5.85621781280354,6.42415581673633
"110","GSM1256762","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.99209382066912,5.70052583400486,6.34630982733699
"111","GSM1256763","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.25891753440464,6.08600313267796,6.1724603335413
"112","GSM1256764","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.92778702679639,6.65307971980952,6.79043337330295
"113","GSM1256765","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.17669078413536,6.01509416164721,6.59589247289128
"114","GSM1256766","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.88422236127503,6.20563153794919,7.04492694961211
"115","GSM1256767","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.20722253730191,6.16943016766054,7.18832635248122
"116","GSM1256768","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.8227708074244,5.94460822874293,6.88368951808367
"117","GSM1256769","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.17747886320113,5.57816576224762,6.37782231272437
"118","GSM1256770","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.25165432198864,5.58194368824627,6.41679900511745
"119","GSM1256771","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.0697329178928,6.17404791107105,7.12189041448192
"120","GSM1256772","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.42509083574328,5.78290254121483,6.60399668847906
"121","GSM1256773","Unknown","Endometriosis","Moderate/Severe",7.1105155711457,6.36483068261002,6.73767312687786
"122","GSM1256774","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.81775392990299,6.0475071666864,6.43263054829469
"123","GSM1256775","Unknown","Endometriosis","Minimal/Mild",7.44984007471308,6.28930795104857,6.86957401288083
"124","GSM1256776","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.72975163358464,5.85479975523662,6.79227569441063
"125","GSM1256777","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.12977849408623,5.79609926688231,6.46293888048427
"126","GSM1256778","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.81564681090056,5.78290254121483,6.7992746760577
"127","GSM1256779","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.18417899874699,5.80628918058084,6.49523408966392
"128","GSM1256780","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.63907950752044,5.92978501278051,6.78443226015047
"129","GSM1256781","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.07730440962611,5.35567735594216,6.21649088278413
"130","GSM1256782","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.19089414837053,6.18279509976762,6.68684462406908
"131","GSM1256783","Late Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.96734931641539,5.31202776946671,6.13968854294105
"132","GSM1256784","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.57069018542356,5.78290254121483,6.67679636331919
"133","GSM1256785","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.27046279038832,5.79437264526738,6.53241771782785
"134","GSM1256786","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.81674429249144,6.39489989114903,7.10582209182023
"135","GSM1256787","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.48823369494246,6.13826257015636,6.81324813254941
"136","GSM1256788","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.93125888381056,5.29423855605295,6.11274871993175
"137","GSM1256789","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.45687159181657,5.99408570767606,6.72547864974632
"138","GSM1256790","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.31650986636863,5.29301591193787,6.30476288915325
"139","GSM1256791","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.14766576686753,5.29301591193787,6.2203408394027
"140","GSM1256792","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.70773826873551,6.24402388025912,6.97588107449732
"141","GSM1256793","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.54816618374639,5.7834268590984,6.6657965214224
