"","Unnamed..0","tissue","endometriosis","severity","p242738_s_at","p208033_s_at","ZFHX3"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.38494341523236,6.49360176739314,7.43927259131275
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.95720614806628,5.86375350324869,6.41047982565749
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.95536882855278,5.48718185473476,5.72127534164377
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.20729572037356,7.25439247805034,7.73084409921195
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.28925295583433,7.0975472621338,7.19340010898406
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.67190495484822,6.49280509115001,7.08235502299912
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.25282851913053,6.07714233675383,6.66498542794218
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.81262720141136,5.86375350324869,6.33819035233002
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.44900740681968,5.91177564856622,6.68039152769295
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.97507386165223,5.90531758525626,6.44019572345425
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.16510944871451,5.86375350324869,6.5144314759816
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.35258588247528,5.86375350324869,6.60816969286198
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.78837297726442,6.02415375278455,7.40626336502448
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.89255117776433,5.86375350324869,6.87815234050651
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.54582636053138,7.02682589671952,7.78632612862545
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.14488471873068,6.73855893090223,7.44172182481645
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.81632475849559,6.94162595243279,7.87897535546419
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.41087501366213,5.86375350324869,6.63731425845541
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.06784405578797,5.19581615869792,6.13183010724295
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.66470970142636,6.24823357711815,7.95647163927226
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.21641331150964,6.02611670243486,7.62126500697225
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.26412558607985,5.86880585161459,7.06646571884722
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.53769757357874,7.04572098072121,7.79170927714997
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.13996086254819,6.3097223586739,6.72484161061104
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.55553990175218,6.39099573278283,7.47326781726751
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.83242513626307,4.90765301017942,6.37003907322124
