"","Unnamed..0","tissue","endometriosis","severity","p212442_s_at","p212446_s_at","p235463_s_at","CERS6"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.03466980413234,9.08047494540121,2.78272430218158,6.96595635057171
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.0878782440864,7.02257338950494,2.9121281818116,6.00752660513431
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.09883942335287,6.89008662998157,2.43036322382826,5.80642975905423
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.41755633437291,6.8307941315701,2.39280865653041,5.54705304082447
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.40750136456284,8.71959661317312,3.69343733070383,7.27351176947993
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.05713063626203,6.74745726750654,2.23602791534862,5.68020527303906
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.30992501589081,5.84243516366495,2.55283972708576,5.23506663554717
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.47261792630119,6.31944105430431,2.55283972708576,5.78163290256375
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.39755914962669,8.38939139245726,2.99623397923853,6.92772817377416
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.43701375535547,6.64675232003894,2.55283972708576,5.54553526749339
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.97655871309305,7.62912124537187,2.55283972708576,6.05283989518356
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.45010431317773,7.9387193779562,2.62361476842795,6.33747948652063
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.53515836052352,6.27004753447603,2.55283972708576,5.1193485406951
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.53874588748224,7.85136971437668,2.55283972708576,6.31431844298156
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.1357279416502,9.02073095346075,3.54721817887795,7.5678923579963
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.32659504037344,7.32939688435701,2.55283972708576,6.0696105506054
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.56344579747504,8.32326547788242,3.2504478520073,7.04571970912159
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.56911742407385,7.28060975047641,2.62138174144305,5.82370297199777
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.98383216221091,7.55734506514914,2.55283972708576,6.03133898481527
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.74748331595213,6.27044229553383,2.9121281818116,4.97668459776585
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.92545442886476,7.38731098526202,3.19217032169418,5.83497857860699
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.78992509312835,7.29990895275904,5.00062838691148,6.36348747759962
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.45727746693448,6.48988990058594,5.20447855586007,5.7172153077935
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.81302004502772,6.82367334849337,3.08455821890342,4.90708387080817
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.41842934074937,5.52227787071486,2.49707076852905,4.47925932666443
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.42615810143635,6.85972723947314,2.55283972708576,5.27957502266508
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.59463075092497,5.02433200334325,2.55283972708576,4.39060082711799
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.251309484481,7.3584929481447,3.08841507622805,5.89940583628458
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.26751917644475,6.88982353379377,2.55283972708576,5.57006081244143
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.06126756031492,5.57382845509923,2.71305188431239,4.44938263324218
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.77490265810826,5.51759853260261,2.55283972708576,4.61511363926554
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.98415072236575,7.10411604864469,2.757833444711,5.61536673857381
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.49466939127873,4.14953655558209,2.55283972708576,4.06568189131553
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.04123018713008,5.02433200334325,2.55283972708576,4.2061339725197
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.56943921618614,9.22750990397625,4.33573667160912,7.3775619305905
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.52709138796202,6.27004753447603,3.15259146827973,5.31657679690593
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.0566740934917,6.27004753447603,2.57029570481646,4.9656724442614
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.209640523194,8.86651461358177,5.05740995579185,7.37785503085587
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.57470052745112,6.27004753447603,2.60109825345003,5.14861543845906
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.65604456469642,6.50221010104738,2.5993076628178,4.91918744285387
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.34343068357514,7.8114646042913,3.19769416399771,6.11752981728805
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.96632712062314,6.251412897314,3.95557137071243,5.05777046288319
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.63152589784656,6.91540894102813,2.43036322382826,4.99243268756765
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.32404181777773,7.12491896474739,3.12100088365347,5.52332055539286
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.11427685642677,5.81000610677645,3.15986237829375,4.69471511383232
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.7483023345994,7.41809109653167,2.96182900615278,5.70940747909462
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.01937916647928,5.74127057036166,2.55283972708576,4.4378298213089
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.79598429416625,6.74645180807081,3.08455821890342,5.20899810704683
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.72666603529639,7.19039549042016,3.16564248222126,5.6942346693126
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.25731763576307,6.05449541376593,3.08455821890342,4.79879042281081
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.84571932630458,6.74991946600315,2.55283972708576,5.04949283979783
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.70111478493379,5.02433200334325,2.55283972708576,3.75942883845427
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.8228610577607,6.54445631075402,2.50097289103531,4.95609675318334
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.48088962054921,7.05400243770447,2.9121281818116,5.81567341335509
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.9889332662758,6.59228517607657,4.12361785866631,5.56827876700623
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.33327287201278,9.33007754730489,3.97370099673469,7.21235047201745
