"","Unnamed..0","tissue","endometriosis","severity","p220762_s_at","p223564_s_at","GNB1L"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.77056019258003,3.35821045033566,4.06438532145784
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.77056019258003,2.80761358341932,3.78908688799967
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.77056019258003,3.32805861025562,4.04930940141783
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.63964856990914,3.57371204471138,4.10668030731026
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.55831309082024,3.6641189049373,4.11121599787877
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.77056019258003,3.6641189049373,4.21733954875867
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.77056019258003,3.43773081130998,4.104145501945
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.24280157537132,3.40022487644892,3.82151322591012
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.77056019258003,3.39192481243355,4.08124250250679
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.67467516350505,3.32805861025562,4.50136688688034
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.74489755915531,3.471240396119,3.60806897763716
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.41903154307368,3.46307635352761,3.94105394830064
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.55747852424742,3.32805861025562,3.94276856725152
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.51058036008281,3.61810101965909,4.06434068987095
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.77056019258003,3.38478802098523,4.07767410678263
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.06290282411556,2.86256879140282,2.96273580775919
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.45753001364602,3.32805861025562,3.89279431195082
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.44318923602455,2.92357254109525,3.6833808885599
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.5741212962983,3.6641189049373,3.6191201006178
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.82288573824964,3.84278718780172,5.33283646302568
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.58587193964058,4.25384905503954,5.41986049734006
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.33547461632333,3.82182331045349,5.07864896338841
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.7267864885323,5.57536212746803,6.15107430800017
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.42114494731176,5.52941591400785,6.4752804306598
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.62268194385909,4.58778543370233,5.60523368878071
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.43328787652052,5.58310716963687,6.5081975230787
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.07406930001742,5.8585926691157,6.96633098456656
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.46130685537402,4.09843724736409,5.27987205136905
