"","Unnamed..0","tissue","endometriosis","severity","p213946_s_at","p212775_at","p227573_s_at","OBSL1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.92036511940078,9.71338051669027,6.43206961809206,6.6886050847277
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.30245549401889,9.05863376859711,6.43668943318431,6.26592623193344
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.92036511940078,8.88261200237497,6.18273453770951,6.32857055316175
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.79214725456406,9.48337989432603,6.47851978796981,6.58468231228663
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.33756956056279,9.64118670562834,7.09522115336775,7.02465913985296
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.92036511940078,9.39647416207767,6.4914065918955,6.60274862445798
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.18384233023919,8.37306569381325,6.47851978796981,6.01180927067408
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.2829705283802,9.70860473292151,7.01408364604805,6.66855296911659
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.40482546362233,9.63257958569869,6.47736904301783,6.50492469744628
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.12185766338054,9.6748512094348,5.94099574694758,6.57923487325431
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.2829705283802,9.22944525894418,6.47851978796981,6.3303118584314
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.2829705283802,9.1312277875115,6.50211161128705,6.30543664239292
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.2829705283802,8.19728468284838,6.5020268826101,5.99409403127956
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.36565976180337,9.80885041174533,6.47851978796981,6.88434332050617
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.04848657500063,9.629444595073,6.47851978796981,6.71881698601448
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.68379383331841,9.61600676540534,6.29598109682986,6.5319272318512
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.20125096077549,9.23702421095678,6.04842752861663,6.16223423344963
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.30077518125065,9.16147461236087,6.47736904301783,6.31320627887645
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.93518094120064,9.24157731702151,6.19740906561105,6.45805577461107
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.08274872083932,10.8863170667496,6.47851978796981,7.48252852518624
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.23461325137095,11.0121955489213,6.84194867774887,8.02958582601371
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.05779807012221,11.3550911131151,6.78253069301586,8.06513995875106
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.04511649881477,10.2980869889952,5.59100192219158,6.97806847000052
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.47144791114992,11.5812629305486,7.1266729690657,8.39312793692141
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.73380267255005,11.3645904295999,7.08555396343568,8.06131568852854
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.92472297961615,11.2787902968171,7.58319725250065,8.92890350964463
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.50736584509529,11.1999812484887,7.5032255494255,9.07019088100316
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.61399823644006,11.3542102402921,7.15455010253103,8.04091952642106
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.56526284751373,10.6322078968335,6.5020268826101,7.89983254231911
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.06267251826297,11.6349482894414,7.8770426895924,9.19155449909892
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.11958935748692,11.6091578659233,8.31418742296699,9.0143115487924
