"","Unnamed..0","tissue","endometriosis","severity","p212403_at","p213822_s_at","UBE3B"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.98976116373364,4.0618246488903,5.52579290631197
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.55668035631693,6.59584864741881,6.57626450186787
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.69900240253887,3.26342506150601,4.98121373202244
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.20031637053286,5.00496841063444,6.10264239058365
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.80280297949375,4.92432871722661,5.86356584836018
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.3603860416389,3.5924902244084,5.47643813302365
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.87217852292188,5.83788086837354,6.35502969564771
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.96207028596949,3.2292014593955,5.09563587268249
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.71246355893633,3.4998443545311,5.10615395673372
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.95274579752435,3.33911823220269,5.14593201486352
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.69900240253887,4.67938311025568,5.68919275639727
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.69900240253887,5.50750501839377,6.10325371046632
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.17027314301891,3.5806242270502,5.37544868503455
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.75080596353205,3.4429139848431,5.09685997418758
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.19436917969408,6.50204620084128,6.84820769026768
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.14565807724917,5.85286557689332,6.49926182707125
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.44900590059463,3.70403669784048,5.57652129921756
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.81844123230275,3.87272881613973,5.34558502422124
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.69900240253887,4.22205698927436,5.46052969590662
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.49772196766072,6.16819895993927,6.83296046379999
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.47170632366003,6.29984228708588,6.88577430537295
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.06866053442984,7.72884892997216,7.398754732201
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.25354946048169,7.67026795187581,7.46190870617875
