"","Unnamed..0","tissue","endometriosis","severity","p209943_at","p236994_at","p235450_at","FBXL4"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.5227791975363,5.09564542181311,4.08952966217916,5.23598476050952
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.22571512013011,3.41296190391481,3.22566974321169,3.9547822557522
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.51894374012652,4.67464702756471,3.9921666092804,4.72858579232388
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.68618514984485,4.69160441150986,3.8383844515326,4.73872467096244
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.91811588342073,4.96062611859451,4.07591424184371,4.98488541461965
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.58222985016949,4.67464702756471,3.57738199897459,4.6114196255696
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.22205596699326,4.8501423195803,3.57738199897459,4.21652676184938
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.02639520612745,4.4517956958962,3.57738199897459,4.68519096699941
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.36547954045785,4.8501423195803,4.3334145723573,5.18301214413182
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.93622425608022,4.71845307964877,3.6260283750775,5.09356857026883
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.0716956331548,4.8501423195803,3.68343518147912,4.86842437807141
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.53160942675856,4.80161858117081,4.55912585045321,5.29745128612753
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.0716956331548,4.25602671749031,3.96008937021441,4.76260390695317
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.53237891795371,5.15856018480158,4.08325390093004,5.25806433456178
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.83733598269181,4.8501423195803,5.28454702480373,5.32400844235861
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.43264262886798,5.80086067308372,4.8235807244287,5.68569467546013
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.03388015771278,5.73307978593006,5.35741765066653,5.70812586476979
