"","Unnamed..0","tissue","endometriosis","severity","p204881_s_at","p221765_at","p224967_at","UGCG"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.39194300308847,5.06853709525596,9.51598865732556,7.99215625189
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.76208047368192,5.76077153366636,9.99050041627485,8.50445080787438
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.3635005123545,5.30217472181547,9.58055482002963,8.41541001806653
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.926183257662,7.16440194924549,10.4690620334747,9.51988241346073
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.91017897342715,6.71085832483075,9.83952453936245,8.82018727920678
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.2014646554484,6.20426394956405,10.3850348170036,8.93025447400535
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.5553394652606,5.13764198081149,9.74246284678513,8.47848143095241
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.4304226388186,5.05113812277054,10.2110695370514,8.23087676621351
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.2965038313676,6.57307489157422,9.9450193709209,8.93819936462091
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.9019653971413,7.80892890620415,10.9669339840844,9.89260942914328
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.2923850122082,7.05033762827993,10.6649464848552,9.33588970844778
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.2687985584522,6.39584570358191,10.432809808473,9.03248469016904
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.6251307833001,9.13604638168711,10.5767169715817,10.4459647121896
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.957559604429,7.07343536218318,10.4634907113312,9.49816189264779
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.98217299892128,5.35437058627008,9.77704976774642,8.37119778431259
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.5110446868989,7.02987357767454,10.9017722381813,9.81423016758491
