"","Unnamed..0","tissue","endometriosis","severity","p218548_x_at","p233350_s_at","TEX264"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.58898798540172,4.77123567956911,5.68011183248541
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.05108299427407,5.55179555016719,6.30143927222063
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.55930822089338,6.22430888266183,5.8918085517776
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.6919143239698,6.43868975191118,7.06530203794049
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.58515470707062,6.04494206339308,6.31504838523185
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.41904650647981,6.41501492920001,6.91703071783991
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.33335982902352,5.34011766137051,6.33673874519701
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.31923842699446,4.95526764864178,6.13725303781812
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.23326841810941,5.21139366009078,6.2223310391001
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.78347842311612,6.31557788731297,7.04952815521454
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.84652143519828,5.3908678161994,6.11869462569884
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.53770772380933,4.40943724186523,5.47357248283728
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.83644299854291,3.56837059346853,5.20240679600572
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.01699622359012,4.94714602690256,5.98207112524634
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.23709076024646,5.8266316318309,6.53186119603868
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.64345708397292,6.01738708435719,6.83042208416505
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.3016724393596,6.31978933807437,6.81073088871699
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.70884774966185,3.87239599640439,5.29062187303312
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.79275181925448,5.68732598371207,6.24003890148328
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.2442394227071,9.28523162066738,9.76473552168724
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.1266601117218,9.31233085946063,9.71949548559121
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.64318368251779,9.12758737562452,9.38538552907115
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.91258456792404,7.99968711392524,8.45613584092464
