"","Unnamed..0","tissue","endometriosis","severity","p213092_x_at","p213088_s_at","DNAJC9"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.51314902231607,10.0084453072801,8.76079716479808
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.04136418182759,10.5390591769501,8.79021167938884
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.75752903751222,8.99301421904184,6.87527162827703
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.74666946496802,8.6756466629047,6.71115806393636
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.78416478225677,10.3493600322074,9.06676240723209
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.46876896818554,8.83807961913102,7.15342429365828
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.74585208449384,8.28754122862607,6.51669665655995
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.39233779600841,9.48133697429061,7.43683738514951
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.09146926190132,10.1911630709586,8.64131616642996
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.81019090955981,8.92788082316012,7.36903586635997
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.21180001204844,9.27860214824925,7.74520108014885
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.73270137206918,9.58700637582131,7.65985387394525
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.09940318904131,7.80630188194485,6.45285253549308
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.22569921657262,10.4770264862507,8.85136285141166
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.87061922970911,10.8963302541472,9.38347474192815
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.46976786519521,8.33269111945205,6.90122949232363
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.41076749198311,8.54123593517758,6.97600171358035
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.73694063505679,8.51998075667267,7.12846069586473
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.79961169251563,8.40904049808327,7.10432609529945
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.73761516171594,7.78508143308397,6.76134829739996
