"","Unnamed..0","tissue","endometriosis","severity","p203521_s_at","p203520_s_at","ZNF318"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.51361941623334,5.78151058207012,6.14756499915173
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.28505352406181,4.48105530008641,4.88305441207411
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.93591020612562,5.49006906494757,5.2129896355366
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.76016105938217,5.34980700534876,5.55498403236547
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.15940236396342,6.59519039960143,6.37729638178243
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.93591020612562,5.46309326359979,5.19950173486271
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.62989054563461,4.54924251772938,4.58956653168199
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.57074622556255,5.23282800183949,5.40178711370102
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.13043199445857,6.25113570755522,6.19078385100689
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.93591020612562,6.06295685759352,5.49943353185957
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.67761610241762,5.97714505281657,5.8273805776171
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.64894685118495,5.75790149381845,6.2034241725017
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.99983051425563,4.66310586008344,4.83146818716954
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.4978552578159,6.20423423504742,6.35104474643166
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.88124524418242,6.39956154829485,6.64040339623863
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.09281658746455,5.5816096519144,5.33721311968947
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.81948882154331,4.58846674722067,5.20397778438199
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.81340065493673,5.8959808008547,5.85469072789571
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.23643365906712,6.07392939181384,5.65518152544048
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.64978741727633,4.74731949518484,4.69855345623058
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.36909159618615,5.09451033488914,5.23180096553765
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.15087031017282,4.31751361433105,4.23419196225194
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.64978741727633,4.54924251772938,4.59951496750285
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.97867223251987,5.80958187017471,5.39412705134729
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.62989054563461,4.81098067763556,4.72043561163508
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.27653735546616,5.17118010377683,5.2238587296215
