"","Unnamed..0","tissue","endometriosis","severity","p202452_at","p202456_s_at","ZER1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.39503531362004,4.97635012421973,6.18569271891988
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.39503531362004,4.84206206104534,6.11854868733269
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.9640164570544,4.81640178450055,5.89020912077747
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.42642885312453,5.64113491779739,6.53378188546096
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.4500203939884,5.59789842759458,6.52395941079149
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.30610175645707,6.68398674692436,6.99504425169071
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.23793793195508,4.93807833988412,6.0880081359196
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.18105965891202,4.50973947534495,5.84539956712849
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.55344577307177,4.81640178450055,6.18492377878616
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.39503531362004,4.86884871137134,6.13194201249569
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.02002837462962,4.69805007580853,5.85903922521907
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.34312616553361,5.32833909304822,6.33573262929091
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.39503531362004,5.10865648885907,6.25184590123956
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.15560730958092,4.81640178450055,5.98600454704073
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.17018994886997,4.81640178450055,5.99329586668526
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.52039340768341,5.04294678088881,6.28167009428611
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.4500203939884,5.28158840181414,6.36580439790127
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.39503531362004,4.81640178450055,6.1057185490603
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.21736554542109,4.81640178450055,6.01688366496082
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.04170532249107,6.79008128569324,7.41589330409216
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.96748840654166,5.71335833295603,6.84042336974885
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.86928268853133,6.91219065663799,7.39073667258466
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.52700791651623,5.94063517816335,7.23382154733979
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.46748984748877,6.92974948208846,7.69861966478861
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.35351047406577,6.68238754359106,7.51794900882842
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.00887255782876,6.75064386072503,7.3797582092769
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.36155294879827,6.77837788821821,7.56996541850824
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.71928888458323,6.31988744889756,7.01958816674039
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.74212505734212,6.56914883736877,7.15563694735545
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.02301039603854,7.35398625801802,7.68849832702828
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.47548927977761,6.10657400565946,7.29103164271853
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.19657289696111,6.61671410276076,7.40664349986093
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.04840405201442,7.01942567865217,8.0339148653333
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.13469177769996,6.89193958139882,7.51331567954939
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.24468721474393,5.67187355486955,6.45828038480674
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.68722686741813,6.81121217137007,7.2492195193941
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.99569626026831,6.32071569167847,7.15820597597339
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.4500203939884,6.0910410714433,6.77053073271585
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.528963087915,6.21423637905792,6.87159973348646
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.886560752937,7.12789919044997,8.00722997169348
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.51458600532892,6.22561452832106,6.87010026682499
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.50788471339027,7.24570223865387,7.87679347602207
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.4500203939884,6.48025919660545,6.96513979529693
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.28770311756413,5.47708873518324,6.88239592637368
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.11161945971273,7.29169471685499,7.70165708828386
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.39503531362004,5.71335833295603,6.55419682328804
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.91526978205027,6.15336742891135,7.03431860548081
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.30691815659487,6.58472193400968,7.44582004530228
