"","Unnamed..0","tissue","endometriosis","severity","p222354_at","p223000_s_at","F11R"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.74692096392294,10.9488378135037,7.34787938871332
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.49299675858166,11.3319845366049,7.41249064759328
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.49299675858166,10.7942323800034,7.14361456929253
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.79494194835678,12.6017854815658,8.69836371496129
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.07317506004089,10.4254700111423,7.2493225355916
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.64605635305611,12.6288229440365,9.13743964854631
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.60529022815282,11.9083791312709,8.75683467971186
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.52602069051762,12.0060585284237,8.26603960947066
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.75855978819774,10.8919784956036,7.32526914190067
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.07445663764128,11.8318535673246,8.45315510248294
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.74692096392294,12.1674819721805,7.95720146805172
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.54499641185242,12.129266627514,7.83713151968321
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.71164373589051,12.7080004013677,8.70982206862911
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.60086626623232,10.802941105509,7.20190368587066
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.74692096392294,11.1657720231211,7.45634649352202
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.87839987642051,12.6318629605658,8.75513141849316
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.7795057113306,13.1046969649746,9.9421013381526
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.46901936180816,12.4091592556516,8.93908930872988
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.74692096392294,12.0772396226595,7.91208029329122
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.22894219272855,12.9781742015332,9.10355819713087
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.55904646767683,12.422700625641,8.49087354665891
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.47177382462242,12.5400160321686,9.00589492839551
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.78030746314946,12.5276441900021,8.65397582657578
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.74692096392294,11.8706969735001,7.80880896871152
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.08242465764229,12.3804107556979,8.2314177066701
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.74692096392294,10.896359772434,7.32164036817847
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.52602069051762,10.7070582026157,7.61653944656666
