"","Unnamed..0","tissue","endometriosis","severity","p221825_at","p221826_at","ANGEL2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.59749147794932,5.99838748347541,7.29793948071237
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.51547586687312,5.07924394644753,6.29735990666033
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.08086555737662,3.69528929935736,5.38807742836699
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.74406439812303,5.65468752644546,6.69937596228425
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.33005569395379,5.07637533051114,6.70321551223246
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.30142441474028,4.7224062955446,6.01191535514244
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.91127914327984,4.17418669049205,5.04273291688594
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.21078821695689,4.1448264373168,6.17780732713685
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.55555104260985,5.44184274732567,6.99869689496776
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.36964232058191,5.07841805535004,6.22403018796598
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.5758322601216,5.23988105288987,6.40785665650573
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.31407715991956,4.69695648840195,6.50551682416075
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.53660755023303,4.47118747647885,6.00389751335594
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.7992569620471,4.52749281865576,6.16337489035143
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.34357778801598,4.47118747647885,6.40738263224741
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.97398979447615,5.57651665012357,6.77525322229986
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.14113028270194,5.39360062821197,6.76736545545696
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.84685742808177,4.47118747647885,6.15902245228031
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.60233534445394,4.47118747647885,6.0367614104664
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.01109739515716,3.81192821417818,5.41151280466767
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.53328929539818,3.69528929935736,5.61428929737777
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.5421805873,2.87108474584686,4.70663266657343
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.87235022210348,3.91508822905438,5.39371922557893
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.96138979290798,3.71872168130781,5.3400557371079
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.95979171990145,2.95828663001877,4.95903917496011
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.52775715664285,3.56555592926866,5.54665654295576
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.70906778142629,3.56932912084608,4.63919845113618
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.68859521819071,3.8413565508708,5.76497588453076
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.73845372890177,3.67967681468137,6.20906527179157
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.04645730872995,2.56211643000576,4.80428686936786
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.98653121956132,3.61846854104946,5.30249988030539
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.83024544465083,3.5386033255792,5.68442438511502
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.74251795246432,3.32432010779445,4.53341903012939
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.21705051537406,3.08844469087287,4.65274760312347
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.96050043708025,6.14797225412883,7.55423634560454
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.7695961663987,3.24676634062423,5.00818125351146
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.20510885769849,3.40177516226022,5.30344200997935
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.13166178650429,4.47596016938542,6.30381097794486
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.21712940559445,3.56555592926866,5.39134266743156
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.88117172858508,3.56555592926866,5.22336382892687
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.31566782419393,3.0122456416854,5.16395673293967
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.37034498690595,2.90899183701277,4.13966841195936
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.27242505018949,2.53145397790964,4.90193951404957
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.69108892190938,3.69528929935736,5.69318911063337
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.20264069954914,3.56555592926866,4.8840983144089
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.77197226808393,3.78213226350888,5.7770522657964
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.04489384958992,2.69172322058297,4.86830853508645
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.11580280102037,3.62016283325606,5.36798281713822
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.91476045623601,2.97895223972222,4.94685634797912
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.81311671045465,2.80663725359733,4.80987698202599
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.7291939321696,3.56555592926866,4.64737493071913
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.31022634454908,3.56555592926866,4.93789113690887
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.89850506809069,3.69528929935736,5.79689718372402
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.23104294998268,3.79967180753014,5.51535737875641
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.22227289348686,5.1148902314613,6.66858156247408
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.62790019110628,4.98045528546593,6.80417773828611
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.90038698356955,3.56555592926866,5.73297145641911
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.62079697006911,4.6223644318617,6.1215807009654
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.11346368785957,6.16235986907509,7.13791177846733
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.76477058663681,3.62092614069848,5.69284836366765
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.78124081429251,3.79967180753014,5.79045631091132
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.38151710412012,4.90211706961053,6.14181708686533
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.2025282822377,4.8093486080303,6.505938445134
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.52524714857251,5.13732354115086,6.83128534486169
