"","Unnamed..0","tissue","endometriosis","severity","p1560689_s_at","p225471_s_at","p226156_at","AKT2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.84567117102737,8.2109105964859,7.40523032996893,6.82060403249407
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.13414903883043,8.0490021987226,6.35052208348064,6.17789110701122
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.9389308648829,7.76748698954027,6.25092781598888,6.31911522347068
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.46472408181112,8.2109105964859,7.84425945699609,6.50663137843104
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.81840092109137,7.53489998465607,6.57203267469178,6.30844452681307
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.21370270996242,8.02667836837407,6.87151751896469,6.03729953243373
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.98273787198968,7.15338042469253,6.02870263325732,6.38827364331318
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.07698588627141,8.45429686201534,6.93477225653713,6.48868500160796
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.08076643132323,8.2109105964859,7.30592142557736,6.5325328177955
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.07698588627141,7.88038875116839,5.84492563346805,5.93410009030262
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.07698588627141,7.25747827692653,6.35828429323163,5.89758281880986
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.13172323170563,7.64629358991002,6.90169715628683,6.22657132596749
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.67022581669726,8.02417430646963,7.73566784293904,6.47668932203531
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.04833331135431,8.15127902621829,6.90308136037917,6.36756456598392
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.37880651378753,7.85744477101337,6.50134838667603,6.24586655715898
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.50484670191332,7.97455876979607,7.19405930507907,6.22448825892949
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.77080060062316,8.08442963332542,6.54642867345457,6.13388630246772
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.5882592602118,7.91065579986766,6.72482048404463,6.40791184804136
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.62908873844779,7.9795767844901,5.88305677496626,5.83057409930138
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.08357168492811,10.8014961711157,7.78812342463729,8.5577304268937
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.71627235153719,10.6384955344174,7.90273880296319,8.41916889630593
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.01671531744528,10.7350166046098,7.65112940122175,8.46762044109228
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.4194042498226,10.3111276306302,8.05337061731904,8.59463416592395
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.86700569135752,11.3815481023567,7.91643483939563,8.72166287770328
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.72810618796669,10.6903546024798,8.56681892323341,9.32842657122663
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.24743074588577,10.7167880792184,8.78893846455535,9.58438576321984
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.73826311292131,11.5898784576766,7.31320607236802,8.88044921432198
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.34493336989458,10.4165663690218,7.55155613539555,8.43768529143731
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.99791356195313,9.45140998983113,8.56758179092651,8.67230178090359
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.60538179610303,11.220876524015,7.98391161861746,9.27005664624516
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.95503187017036,11.4179903105032,7.57774428245844,9.31692215437733
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.37543612229596,10.2500087428264,7.91639363251143,8.51394616587793
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.00009452938119,11.7161016008316,8.67506085705904,9.79708566242394
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.26132605852133,11.2561440414084,8.07959917835454,9.19902309276142
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.12036521101091,8.92702872114312,7.09947117847917,7.04895503687773
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.05994457398427,10.9435890140865,7.99788216010158,8.66713858272412
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.69937025617079,11.3140521763284,8.39722985367764,9.47021742872561
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.01670039024013,10.2098584157083,7.30722857907573,7.84459579500805
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.0019216363099,10.7926392164906,7.74868626008017,8.84774903762689
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.68744028634863,11.3460658006581,8.56049018683503,9.53133209128059
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.18424086773054,10.4081658500248,7.79376249116731,8.79538973630755
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.96058556667911,11.270055024491,8.0797389235843,8.77012650491814
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.89204892470844,10.364692674375,8.11446163964457,8.790401079576
