"","Unnamed..0","tissue","endometriosis","severity","p203248_at","p203247_s_at","p212534_at","ZNF24"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.71896453874591,8.12519481078572,8.5080798707817,7.11741307343778
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.79628023866401,8.08753077395897,8.20696944441296,7.36359348567865
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.7315463349249,7.75529497184422,8.0349376329933,7.17392631325414
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.56627734748638,7.9635430936863,8.13304641212789,7.22095561776686
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.50337677802207,7.91771382237396,7.59920832832688,7.34009964290764
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.59107423632402,8.1735266998159,8.02535683730898,6.92998592448297
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.4722236161577,7.39865555623705,7.52800096036153,6.79962671091876
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.4015369704278,8.12440954372684,8.31027641283775,7.27874097566413
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.18615012477125,8.02764964565134,7.97403537343233,7.06261171461831
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.81488348490349,7.40700114240587,7.23632915859443,6.81940459530126
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.52364793040766,7.96126818782434,8.26290727189794,7.58260779670998
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.50473255569596,7.92544556076226,8.58733124956531,7.33916978867451
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.59107423632402,8.03054842107728,7.94528000091563,6.85563421943898
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.26469486849821,7.34147482080959,8.10697014712476,6.90437994547752
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.57749594563205,7.46198337208529,8.55392621167705,7.19780184313146
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.59107423632402,7.37109757709035,8.67793744046482,6.88003641795973
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.88849350931707,7.72500153368684,8.51110121827479,7.0415320870929
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.02787175965393,7.795997755618,7.87899540049264,7.23428830525486
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.7032631774416,7.39865555623705,8.02395359356013,6.70862410907959
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.18131440328595,6.42246696992438,6.54066649879574,5.71481595733536
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.16358470564091,5.14169681168872,6.92024732976944,5.40850961569969
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.64551781220583,5.97426788311207,6.49569187551099,5.7051591902763
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.77492922428426,7.22417468573042,7.25515999938451,6.0847546364664
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.59977389136958,3.49522473074257,6.29192542696634,4.79564134969283
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.52570451094058,5.08599467036682,6.18514566527226,5.26561494885989
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.76073444714253,4.91037154445901,6.73436011563105,5.46848870241086
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.59107423632402,4.25605401844604,5.37195601565155,4.7396947568072
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.71267137619794,6.70435987433172,7.6159798554313,6.34433703532032
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.77492922428426,5.13772245089815,7.70389210047718,5.53884792521986
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.89691519383347,5.00062978454944,5.83946324264208,4.912336073675
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.21153626164312,3.99919052257935,6.8157160778199,5.34214762068079
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.93881870219814,6.89961421336825,7.64365839155465,6.16069710237368
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.2419171716298,3.65920380212631,4.89688940344442,4.93267012573351
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.18131440328595,4.14179994490828,5.63673596987161,4.65328343935528
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.46078873827062,8.75000013135599,8.3920484729383,7.5342791141883
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.28212175147812,7.12406815522418,6.5122955335169,5.97282848007307
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.77492922428426,5.98379447724621,5.29436508483806,5.01769626212284
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.29160793536361,6.32463400905631,7.84035880903616,6.15220025115203
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.59107423632402,7.04976713775751,6.46060976490353,6.03381704632835
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.22126140980944,5.47384303294856,6.45137121401376,5.38215855225725
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.49806493651926,6.84410536662543,7.16335585643222,6.16850871985897
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.55528366219078,3.41556680164251,6.12602148178302,4.69895731520544
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.2411769231564,6.49467545497897,6.10956288689649,5.61513842167729
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.18131440328595,5.79997554382691,7.17697096267194,5.7194203032616
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.40340850926397,4.97423030043627,6.16966996793756,5.1824362592126
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.85846824995097,7.01774894217944,7.02652424912423,5.96758048041821
