"","Unnamed..0","tissue","endometriosis","severity","p1554899_s_at","p204232_at","FCER1G"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.29374504149987,6.90693520998627,6.60034012574307
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.5895892693058,5.56519776637443,5.07739351784011
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.29374504149987,8.20529014687451,7.24951759418719
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.06234973504609,8.08952416147478,7.57593694826043
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.61273648291809,6.42451831836465,6.01862740064137
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.5672514400441,7.88388430603974,7.22556787304192
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.64438352675024,6.89586392983642,6.27012372829333
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.23850287494936,7.28216421569324,6.7603335453213
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.25448164106344,6.33190326503604,5.79319245304974
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.1742365704246,10.2958724047187,10.2350544875717
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.41360369039834,6.42276868996468,6.41818619018151
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.69646520552439,8.1814542040428,7.9389597047836
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.008799362804,7.22689810342958,6.61784873311679
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.20143395846777,6.61641778870508,6.40892587358642
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.77553608051234,4.85921049377877,4.81737328714556
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.49631642458379,6.9540443308658,6.7251803777248
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.78043276287813,6.55580996236413,6.16812136262113
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.95072666906054,6.635282580749,6.29300462490477
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.76568039528591,7.09337273640522,6.92952656584557
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.09828917088569,8.97165812574054,8.53497364831312
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.1713656266945,7.19751973677211,6.68444268173331
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.1595067073679,10.5472739333389,10.3533903203534
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.7700997056776,10.7143146961471,10.2422072009124
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.39777250985382,10.3716507408776,9.88471162536571
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.63597145300217,9.59863718701406,9.11730432000811
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.29374504149987,7.32185712534979,6.80780108342483
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.77788756281944,8.14534722644673,7.46161739463309
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.1415544579091,6.68526860225696,6.41341153008303
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.38412731007034,8.85984699930694,8.12198715468864
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.29374504149987,7.86443838820327,7.07909171485157
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.75783414085724,8.46476490406097,7.61129952245911
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.55794237829504,7.57125295274542,7.06459766552023
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.98119657765824,8.66462559190965,7.82291108478394
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.30171498859636,8.39114858841102,7.84643178850369
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.7536342771497,7.46789815558101,7.11076621636536
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.84541221533701,9.68905764459518,9.2672349299661
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.48454536878209,7.09884967252762,6.29169752065486
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.29374504149987,7.21881560045463,6.75628032097725
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.74037690825939,8.02208421950055,7.38123056387997
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.69639098139865,6.90094860686544,5.79866979413205
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.09771801794109,7.28459035135688,6.69115418464899
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.75003563361969,9.7765883165992,9.26331197510945
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.9360209883479,8.192034787657,7.56402788800245
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.58711538412543,9.4689200478357,9.02801771598057
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.5998536893933,10.2945764242092,9.94721505680125
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.99831022524332,8.17661433075184,7.58746227799758
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.45274021048627,7.83562294413683,7.14418157731155
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.35351840261857,8.73868632523611,8.04610236392734
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.4280169558526,7.6771860002516,7.0526014780521
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.29374504149987,7.33337530192037,6.81356017171012
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.10861919293882,8.05557116711004,7.08209518002443
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.61573901412444,10.4343630682064,10.0250510411654
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.01908887481464,8.45991607816346,7.73950247648905
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.62867817717911,7.44420759479447,7.03644288598679
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.7534434238582,7.01206047005417,6.38275194695619
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.29374504149987,7.80364735909895,7.04869620029941
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.61898051833003,7.33908074468905,6.47903063150954
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.32515342433679,9.26120366681397,8.79317854557538
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.97583097444797,10.2492588571362,10.1125449157921
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.8974177303207,7.01036795957745,6.45389284494907
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.19612623925573,8.23933122073098,7.71772872999336
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.431560740251,11.1362685907708,10.7839146655109
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.51089980264392,8.57935390847786,8.04512685556089
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.71999492026571,10.4111491147431,10.0655720175044
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.61420589716864,6.06277053476801,5.83848821596832
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.03017916498445,6.28174457065601,5.65596186782023
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.14260536607498,8.6222766967552,8.38244103141509
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.2257332678777,7.5325727978683,7.379153032873
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.2556125906355,7.70411668153145,7.47986463608347
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.25891513842424,6.46769127245859,6.36330320544142
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.16081263351525,9.22893338279901,9.19487300815713
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.68309958255677,6.92983855704103,6.8064690697989
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.84776774369479,7.11138454267396,6.97957614318438
