"","Unnamed..0","tissue","endometriosis","severity","p205748_s_at","p215031_x_at","p223332_x_at","RNF126"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.92184397007335,4.93078195497704,6.51956729513544,5.79073107339528
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.7756518769048,6.08571883413953,7.08453926613112,6.64863665905848
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.89186663759088,5.01524611691438,6.46220741185356,5.78977338878627
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.49307867103303,6.08571883413953,6.40983760823958,6.32954503780405
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.23972813995358,5.38289975263134,7.50254734948633,6.37505841402375
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.6763556654445,5.99472370917973,7.13321755322119,6.60143230928181
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.23980099843508,5.76254321777712,6.03276641002137,5.67837020874452
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.75580511135953,5.95426055035323,6.47109847284989,6.06038804485422
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.40256032330218,5.95426055035323,6.82244054445606,6.39308713937049
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.26064585819238,5.95426055035323,6.41343834440501,6.20944825098354
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.07109899701408,5.60376593153087,6.33705714063618,6.00397402306038
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.10752528330726,5.81950904424507,6.56177293350115,6.16293575368449
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.74348613253076,5.95426055035323,7.35928819462078,6.35234495916826
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.67247321823805,5.95426055035323,6.41446876027021,6.01373417628716
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.55706721901127,5.74666362571371,6.68676616183003,6.33016566885167
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.24451332182539,5.72868135031517,7.13929472298061,6.37082979837372
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.18943881985549,5.82131414629634,6.29205269235702,6.10093521950295
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.03050168737164,4.86637590895485,7.02158545956228,5.97282101862959
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.3491903136805,5.02729798364653,6.09285564986382,5.82311464906362
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.32924006446023,7.42016647059701,8.55018748034546,8.0998646718009
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.07145286730903,7.39815303809782,8.6392717771534,8.03629256085342
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.46480633060542,7.18332830035178,8.48355348365486,8.04389603820402
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.02879064333304,7.43060034071136,8.45212519396595,7.97050539267012
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.70552779826447,7.96851690214097,8.75922575123847,8.47775681721464
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.40969306873696,7.2414385664367,8.42850723009129,8.02654628842165
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.16937424830281,8.47355608690651,9.32623077835306,8.98972037118746
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.32090306014171,7.6431963973,9.22505746669928,8.39638564138033
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.35749107970948,6.98904231360604,8.19763325368298,7.8480555489995
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.31004225694025,7.13035491204886,8.28898428614676,7.57646048504529
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.39036519266164,7.98617133958238,8.98873447847224,8.45509033690542
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.27123691136585,8.02023019778843,8.98521460572708,8.42556057162712
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.24518606547195,7.22086650433461,8.30462562009312,7.92355939663323
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.90040848841772,8.54590516550213,9.4306375202738,8.95898372473122
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.28209414835306,8.11243199351297,9.26136015610984,8.88529543265862
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.19125305281645,6.08571883413953,7.26801539101154,6.84832909265584
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.44597632056142,7.61690186640219,8.5524391592104,8.205105782058
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.32433313349216,7.94991342863739,8.90041096854615,8.39155251022523
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.45762757162665,6.52506146009663,7.67145499301134,7.21804800824487
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.66687560832613,7.40954141888264,8.61066415247869,7.89569372656249
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.2072865965119,8.39461906062732,9.49492241261694,8.69894268991872
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.862673095626,7.69103937431798,7.61166310759987,7.72179185918128
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.90762704248312,7.96294475808184,9.1658855902684,8.67881913027779
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.49886743386108,7.4198055123563,8.31762427962223,7.7454324086132
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.44224717067291,6.77914750201332,7.80694764057223,7.34278077108615
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.39026248049781,7.29917285214835,8.89899225115619,8.19614252793412
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.89240612166468,7.62388684650683,8.75499482577793,8.09042926464981
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.45167624428967,8.26710261087052,9.0094031049765,8.5760606533789
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.50629719988217,8.07002870880921,8.79155384362774,8.45595991743971
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.2058076173898,7.60930120119244,8.97704001037562,8.26404960965262
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.55073073825892,8.54999215686077,9.57905354952142,8.89325881488037
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.21165581131798,7.65626608713895,9.29663323199928,8.3881850434854
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.9736125775915,8.23451777646507,9.11455104164718,8.77422713190125
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.05378561399881,7.39388230948094,8.20604536770839,7.88457109706271
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.30299553656674,7.11998657880902,8.28325288915763,7.56874500151113
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.76269079271576,7.22587121512295,8.20603330701719,7.73153177161863
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.22826040395601,6.21757782897523,7.18385042183227,6.54322955158784
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.83235336717671,7.37426353317291,8.38761502010694,7.86474397348552
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.03065914220668,6.9582225617858,8.0846113838561,7.69116436261619
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.15948344611694,6.66340431699398,7.86552727872531,7.56280501394541
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.90647420557094,7.18510867839602,8.14930243972913,7.74696177456536
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.19546993481201,7.13706744779959,8.32798407383589,7.8868404854825
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.09223617230317,6.90751958226744,8.1253567447915,7.7083708331207
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.49530154767857,6.59066341594938,8.02761568882659,7.37119355081818
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.81010663426535,6.08571883413953,7.01271335040908,6.63617960627132
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.33738370070548,6.48773615049738,7.5621328883928,7.12908424653189
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.38805439846765,7.20088192882837,8.31307391259759,7.9673367466312
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.50287676682398,7.35171117965465,8.41752804324754,8.09070532990872
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.58504036787172,5.95426055035323,6.63291321785705,6.39073804536067
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.52411877941704,5.90676871162854,6.42134626896302,6.28407792000287
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.91757133716106,5.78324306034676,6.72742033083092,6.47607824277958
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.78922360450153,5.48831013328983,6.11038559755141,6.12930644511426
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.84435059869004,5.95426055035323,6.62766016145646,6.47542377016658
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.65062968424267,5.87930286007657,6.73380101252346,6.42124451894757
