"","Unnamed..0","tissue","endometriosis","severity","p204571_x_at","p214224_s_at","PIN4"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.53842510313953,9.40029785958868,9.46936148136411
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.74150490809008,9.58210495417796,9.66180493113402
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.0137949661885,9.69498121530835,9.85438809074843
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.45683960219737,9.27362419887422,9.36523190053579
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.64463609643007,9.07552967077433,9.3600828836022
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.49729242057117,9.50205275461907,9.49967258759512
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.79357024892209,9.07552967077433,9.43454995984821
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.2117839485932,10.2663659300724,10.2390749393328
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.56227813234076,10.1215782320541,9.84192818219743
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.37586383204887,9.27929851713692,9.3275811745929
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.63753905584614,9.77306796125273,9.70530350854943
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.73692772283848,9.94639060663072,9.8416591647346
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.37501844372408,9.8486035781716,9.61181101094784
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.0331398398859,9.90157730009267,9.96735856998929
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.94213747945116,9.97693449536216,9.95953598740666
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.54573722379272,9.37118175192247,9.4584594878576
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.60049852898991,9.88206136397196,9.74127994648093
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.15390668789403,9.71207964534001,9.43299316661702
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.35639894753076,9.47946751111692,9.41793322932384
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.45377924632883,9.69909708807144,9.57643816720013
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.38452564385785,9.48330230588255,9.4339139748702
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.40160484341395,9.45046461909975,9.42603473125685
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.96228528219825,9.45983050824654,9.2110578952224
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.18362105883723,9.07552967077433,9.12957536480578
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.09099981919917,8.89416011757785,8.99257996838851
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.63934904396604,9.81076250783207,9.72505577589905
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.36662072965925,9.35500362576046,9.36081217770985
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.49752904678844,9.15416821320837,9.3258486299984
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.07864271636983,9.57780086710545,9.32822179173764
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.8077466700739,9.72636822800152,9.76705744903771
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.20880803011558,9.07552967077433,9.14216885044496
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.81288819805705,9.69421695113332,9.75355257459519
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.5950985305896,8.24432598714537,8.41971225886748
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.45197218257004,9.43867256235133,9.44532237246069
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.5229986061776,9.78843991350027,9.65571925983894
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.50392961514442,8.72753928143345,8.61573444828893
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.31251124714972,9.49896459399624,9.40573792057298
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.32625362216493,9.45001319987355,9.38813341101924
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.1608743874918,10.4089726545,10.2849235209959
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.29084312691409,9.37435019680484,9.33259666185947
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.64190991342878,10.0397273017265,9.84081860757764
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.36868799244073,9.20743442193921,9.28806120718997
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.3469412148548,10.7123036140467,10.5296224144507
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.25425639992593,9.41814954032915,9.33620297012754
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.97940067696955,9.02194923941376,9.00067495819166
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.117728394018,10.4858849601886,10.3018066771033
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.1692269869446,10.0858419955215,10.127534491233
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.64397640878131,9.63545583909788,9.63971612393959
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.97316279395204,9.01877922800326,8.99597101097765
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.81724445290961,9.71261718974671,9.76493082132816
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.15381686203838,9.11593636192356,9.13487661198097
