"","Unnamed..0","tissue","endometriosis","severity","p1557458_s_at","p204657_s_at","p204656_at","SHB"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.63209551720655,2.60004154804784,4.0006889207133,3.7442753286559
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.99588670171713,2.76996175251154,4.70610755106953,3.8239853350994
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.15037556129107,3.46405300448213,5.16538186043181,4.92660347540167
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.52494811318131,5.33982893417259,5.38199721022232,6.08225808585874
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.5655834273699,2.96213752955773,4.90319574407159,4.14363890033307
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.58480990004604,4.74195238957336,5.70707879114241,5.6779470269206
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.71941576337254,3.71902953315324,4.68676493420902,4.3750700769116
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.97024683749603,3.26420778417706,4.62011018525065,4.61818826897458
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.53095220648507,2.76996175251154,3.82437925029082,3.70843106976248
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.69223354989531,3.44000039902504,5.06062700437997,5.06428698443344
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.69189567683816,2.76996175251154,4.46963924171853,4.31049889035608
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.61876107820571,3.25648674875795,4.86784718607298,4.91436500434555
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.93093869103682,4.31480026851028,5.68248232496863,5.97607376150524
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.22302859692069,3.46405300448213,4.62011018525065,4.76906392888449
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.49842280158234,2.76996175251154,5.25168024818874,4.50668826742754
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.9713123025184,4.26892847603628,4.69955249750997,5.31326442535488
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.67655596667142,4.7535973307253,5.54676093027747,5.99230474255806
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.83885274047762,4.60551226726604,5.97321635957907,6.13919378910758
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.92668640201363,3.46405300448213,5.1177941890246,5.16951119850679
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.59882415787994,7.43860720334576,7.55135751348952,8.19626295823841
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.79577416556219,4.77055471486776,5.47040507042393,6.01224465028463
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.97339131429763,6.67174760673329,6.87260956459324,7.50591616187472
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.97904880406269,8.19845362473766,7.81285528540192,8.66345257140076
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.5972214513876,7.36538768780341,6.52717131441363,7.49659348453488
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.03139014912822,7.35027803039019,6.99463546254562,7.79210121402134
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.12298496981645,5.691516623597,6.4073492079966,7.07395026713668
