"","Unnamed..0","tissue","endometriosis","severity","p207373_at","p238847_at","HOXD10"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.78948393740701,3.75159745024697,3.27054069382699
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.03391357611625,3.76683973786124,3.40037665698874
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.24424354608261,4.44364629877928,4.84394492243094
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.70856930747902,3.75159745024697,4.23008337886299
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.10354255191904,4.61101086095344,4.85727670643624
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.84834245789056,4.6150562519054,4.73169935489798
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.7748744260755,3.90342476088752,3.83914959348151
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.16453410662015,6.2745411584891,5.71953763255462
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.85247193834968,4.68556696625889,4.76901945230428
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.66136175439637,3.75159745024697,3.70647960232167
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.12587038499488,4.62212536198151,4.87399787348819
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.10354255191904,5.1268666130458,5.11520458248242
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.58829670878125,5.03878118065528,4.31353894471826
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.87272673217002,6.27969548667295,6.07621110942149
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.69522048726898,4.61101086095344,4.65311567411121
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.12873490934233,4.2892555495919,4.70899522946712
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.00659781522276,3.75159745024697,3.87909763273486
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.58375276645485,3.75159745024697,4.16767510835091
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.641735050362,4.13402775960017,4.38788140498109
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.99496772302858,5.94833930684448,5.47165351493653
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.61999103217522,5.56033731877079,5.590164175473
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.5562351272916,7.16056366897658,6.35839939813409
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.12032453961734,6.30817075869161,5.71424764915447
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.02847287301384,7.43076213670953,6.22961750486168
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.61799592914447,7.87292826995924,6.74546209955185
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.1131968134669,7.23836922478035,5.67578301912363
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.10354255191904,6.27969548667295,5.691619019296
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.35961555746202,5.74764573903483,5.55363064824843
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.85738752080028,8.49849352663002,7.17794052371515
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.23462258854873,8.28466566598138,6.75964412726506
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.40720577122659,5.93324676207531,4.67022626665095
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.50749491579908,8.29817648547576,7.40283570063742
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.94661963700945,7.16776914902674,6.0571943930181
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.68695612560903,6.99001135535979,6.33848374048441
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.07061737445981,6.71017813978574,6.39039775712278
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.96890996221635,6.20964932239529,6.08927964230582
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.81118824045038,8.13489236089719,6.97304030067379
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.36316868472621,7.01693618860695,6.69005243666658
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.57465435810994,6.23930104465216,5.90697770138105
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.1310820842545,7.85165662517596,5.99136935471523
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.19262102408781,7.23806603890063,6.21534353149422
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.85634831844197,7.06698286631199,6.46166559237698
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.95558193762699,7.18575229145679,6.57066711454189
