"","Unnamed..0","tissue","endometriosis","severity","p47553_at","p221887_s_at","WHRN"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.42194677054083,9.05173130354114,9.23683903704099
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.21976250154416,7.60725770471091,7.41351010312754
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.63883756454442,6.24557022401325,4.94220389427884
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.06912236959642,5.97472231000686,5.52192233980164
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.38787381772972,7.02163024208894,7.20475202990933
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.32257181342636,6.57519452726387,6.44888317034511
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.96642664905869,6.75797203938665,5.86219934422267
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.65542094477541,4.84453917690933,4.74998006084237
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.84941851375572,7.98918077807725,7.91929964591649
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.68320161367095,7.02163024208894,6.85241592787995
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.09553877802605,5.442248430304,4.76889360416502
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.11612830456247,5.46396533746344,4.79004682101296
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.83473649593611,7.46503032520805,7.14988341057208
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.37578627751199,4.73769885009458,4.55674256380328
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.58629355755525,8.46379678773218,8.52504517264371
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.76514899770567,7.02163024208894,6.89338961989731
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.99535639260917,7.02163024208894,7.00849331734906
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.56796652983959,6.86434259164083,6.71615456074021
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.61043234509749,6.24896569417643,6.42969901963696
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.47176288548432,6.96464655135223,6.71820471841827
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.62188323621516,8.92718343557065,8.7745333358929
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.18994870522058,7.78188458377478,7.98591664449768
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.98409995109726,8.32692174669188,8.15551084889457
