"","Unnamed..0","tissue","endometriosis","severity","p218737_at","p230407_at","SBNO1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.62804254606146,6.96864553210714,6.2983440390843
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.02572512633832,7.21582723703974,6.62077618168903
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.7508136827935,6.7729263452352,6.76187001401435
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.52656585882441,7.10894649487484,6.81775617684963
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.00997677890013,6.96864553210714,5.98931115550364
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.0280667506275,6.57784347611549,6.30295511337149
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.31567972240845,6.43867030553703,5.87717501397274
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.7895304349505,7.62719225231882,7.20836134363466
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.91326350395993,7.10406303044338,6.50866326720165
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.79026561210482,6.27517686149023,6.53272123679753
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.78203746330718,6.35140024199727,6.06671885265223
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.70383221228181,7.07942169180007,6.89162695204094
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.7508136827935,5.79777763766639,6.27429566022994
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.3329818575483,6.87016325431749,6.6015725559329
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.33711191436857,7.19794324903117,6.26752758169987
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.75939113115996,7.35812523818496,6.55875818467246
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.4217390268429,7.11314053563983,6.26743978124136
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.6313551316152,7.06068648906449,6.84602081033984
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.47844749000803,6.93593748931415,6.70719248966109
