"","Unnamed..0","tissue","endometriosis","severity","p203469_s_at","p203468_at","CDK10"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.66451927382495,8.07362774302613,7.86907350842554
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.81774165408165,7.05907830243565,7.43840997825865
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.26873105633557,6.60737965491268,6.43805535562413
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.59444439909852,7.66934449498981,7.63189444704416
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.72794251342044,8.10211234513843,7.91502742927944
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.92827380359619,8.01562626808313,7.97195003583966
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.67293684785561,7.80224454892193,7.23759069838877
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.96634556933527,8.13114091715162,8.04874324324344
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.93350098178685,7.94349927438987,7.93850012808836
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.16667852038156,7.64278005999815,7.40472929018985
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.62166542745269,7.68350249388151,7.1525839606671
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.99950803297436,7.74119875432483,7.37035339364959
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.53674695645747,8.6309219233085,8.08383443988298
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.17607694590386,8.02538673627461,7.60073184108924
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.59982427404384,8.07918390855963,7.83950409130173
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.62489011725996,8.04877945110436,7.83683478418216
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.09031358816621,7.87161023415097,7.48096191115859
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.72451643923045,7.64763769267388,7.18607706595216
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.78149755212484,7.16318659125454,6.97234207168969
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.39167465419074,8.86659023805089,8.62913244612082
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.85057187975506,8.9665172606707,8.40854457021288
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.42980697074212,8.52044965974465,8.47512831524338
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.52329093121231,8.66372416044735,8.09350754582983
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.04533119745784,8.98790943574805,9.01662031660294
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.0833149427899,8.58635345979769,8.33483420129379
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.3655010742034,9.89175688143278,9.62862897781809
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.76212250779749,9.61199626615987,9.18705938697868
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.00487226813441,8.6500417365539,8.32745700234415
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.33078603425594,8.96623378144736,8.64850990785165
