"","Unnamed..0","tissue","endometriosis","severity","p222538_s_at","p218158_s_at","APPL1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.91405460765506,7.11105862295426,7.01255661530466
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.64511277691087,6.510552479437,6.57783262817393
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.54124694778309,6.56040932972744,6.55082813875527
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.51882861211844,6.96215684357384,6.74049272784614
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.44004092097151,8.64895629236943,8.04449860667047
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.41333921982437,7.87332226932772,7.14333074457604
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.79470805279466,5.88051308685816,5.83761056982641
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.3972822565334,6.59813562545764,6.49770894099552
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.24996545733258,6.75794605440784,6.50395575587021
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.9912062450444,7.84988393932859,7.4205450921865
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.92454624028394,7.00636993838604,6.96545808933499
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.17591754451907,7.0726471967683,6.62428237064369
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.46475712229544,6.55521661360086,5.50998686794815
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.71809334093012,8.47328885382587,7.595691097378
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.93392974428674,7.57478918890997,7.25435946659836
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.36722157213911,7.30880285661512,6.83801221437712
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.53210029953617,7.67436262981489,7.10323146467553
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.09127620862409,7.59846808528377,7.34487214695393
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.03670082208736,8.00681352788267,7.52175717498501
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.1094289172486,7.12926914287687,6.11934903006274
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.83379394303364,6.30775361025738,5.57077377664551
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.1280013198908,7.23699647152246,6.18249889570663
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.44928998065218,5.86716813160714,5.15822905612966
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.7233433071795,6.89027099378687,4.80680715048319
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.63458742800457,6.36096822251689,5.49777782526073
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.06986009304318,6.2756708241722,4.67276545860769
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.63475689090464,5.8921423902954,4.26344964060002
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.7390185269006,7.56632672227859,6.6526726245896
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.19315910768095,7.65371619782798,6.42343765275447
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.69684824356634,7.11883364060441,5.40784094208538
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.78157441005852,6.62851834551538,4.70504637778695
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.03447669026171,7.00852697117356,5.52150183071763
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.94584511904211,5.44336929114032,4.69460720509122
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.91337252555256,5.63991616428228,4.77664434491742
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.88755152722125,8.29023931584529,7.58889542153327
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.5269679332165,7.2058486818008,6.86640830750865
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.75635283334525,6.88279774119673,5.81957528727099
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.2185534184263,7.61351981614068,6.41603661728349
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.91337252555256,6.11141355598312,5.01239304076784
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.07062188024462,5.42357500323424,4.74709844173943
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.51922878440228,7.8969999934534,6.20811438892784
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.63475689090464,5.94767626283679,4.29121657687072
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.22424885916014,5.40645648569224,4.31535267242619
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.44276906038492,7.99476333172572,6.21876619605532
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.91337252555256,6.77048524476257,5.34192888515757
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.00255669627939,7.12098094277619,6.06176881952779
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.3098226561174,6.5206505618507,4.91523660898405
