"","Unnamed..0","tissue","endometriosis","severity","p222413_s_at","p222415_at","p222414_at","p232940_s_at","KMT2C"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.88944705662013,10.9242032242708,9.4592290030496,4.67895679915863,8.23795902077479
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.99886667891595,9.77153085629211,9.38019871960733,4.77302387191084,7.98090503168156
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.99033690277874,9.65498926485265,10.0587854393431,5.7717189310356,8.36895763450252
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.68821204718222,10.112349768708,9.4148924999186,4.56815861246212,7.94590323206774
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.27490027116325,9.90167665861696,9.32285518474361,4.65720870485718,7.78916020484525
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.24523766837353,10.6774670487107,9.53598048601593,4.43132706174424,7.9725030662111
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.94389891957901,9.17675501398026,9.58231512071946,4.45200056389351,7.78874240454306
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.75228255716209,10.4779402209097,9.71912740371345,4.56815861246212,8.12937719856184
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.91903650918447,10.4357338287037,9.42457370283033,5.1882537225445,8.24189944081575
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.9278710663421,10.1796254196098,9.53500391331077,4.43132706174424,7.76845686525173
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.19101976857201,10.8799932735682,10.3534922359774,4.92984039964125,8.58858641943971
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.93842500846465,10.3697104345601,9.68047262528782,5.72538299895202,8.42849776681615
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.3040093354724,10.164546849207,9.84892420649242,5.7717189310356,8.52229983055186
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.0109826865183,10.8031827415449,10.2629746073937,5.52077128922988,8.89947783117169
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.62367990640062,10.5078950590229,9.93471547876628,5.50024820276201,8.64163466173795
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.4602364401931,10.335900208859,9.84686985733849,5.7717189310356,8.60368135935655
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.38651617174937,10.482327141217,9.5178609883346,4.62830842948317,8.25375318269604
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.65790867444845,10.7215706304427,9.93456973965929,4.39641132124592,8.42761509144909
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.83478390507276,10.3220371118965,9.17846530624981,5.02839621555836,8.09092063469436
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.61215426556118,9.52801472438791,7.30548908584217,5.97367084069671,7.10483222912199
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.08435031737825,9.50479918188967,7.10395508787205,5.91720352827635,6.90257702885408
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.27969602504838,8.98915137472532,6.04650475778252,5.74956123292715,6.51622834762084
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.49341036306361,9.29455801358487,6.31686810513965,6.31709402703461,6.60548262720569
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.00568309716558,8.33118631820439,4.9209933595731,4.56815861246212,5.2065053468513
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.64849241987869,8.58754968465686,6.16518192841492,5.06566029780377,6.11672108268856
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.03574804504154,8.96365557721539,6.21285522199073,5.7717189310356,6.24599444382081
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.04048796733892,8.61435062213865,5.2707268004353,5.18356194263695,5.52728183313745
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.62114878336921,10.5156287312372,8.51096615966922,6.11491524604342,7.94066473007976
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.62442589785396,10.0118659872336,6.93312913147334,5.77555077055955,6.83624294678011
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.09927805125878,9.20863829547772,5.02005908234807,4.94743532435514,5.56885268835993
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.56854503419796,9.24432717241715,5.64697781380632,5.40555788433009,5.96635197618788
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.51433027624698,9.72222318246454,7.34748128701392,5.7717189310356,7.08893841919026
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.74230845324488,7.6649839063737,4.98862292082499,5.82677330633912,5.55567214669567
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.29566107375094,7.97170968484165,5.39845149536529,5.40911118268271,5.51873335916015
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.10111114406355,10.9850035099734,8.96245582568032,7.90546534007257,8.48850895494746
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.04331568588832,9.00994581485097,7.4488304992434,7.1105347892545,7.1531566973093
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.86214845419429,10.0201326299504,7.59744553031404,6.61633996856113,7.52401664575496
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.48106474666367,10.241929381969,7.79282135905849,6.14671936733827,7.41563371375736
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.0531881924428,10.0433273599826,7.38119255831996,6.47206857164138,7.48744417059669
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.40137201538765,8.92282661074289,5.17025568790946,5.74857952980709,5.81075846096177
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.01700025471895,10.8199653059379,7.90939216033019,7.20679993245976,8.2382894133617
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.79751501968637,8.42925457510755,5.34049416659377,4.56815861246212,5.28385559346245
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.25861189769875,9.10535719197365,4.55623772807731,5.77612283206833,5.67408241245451
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.38406368647545,10.1670520444557,7.36076314187535,5.88642612299463,6.94957624895028
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.05327828660652,8.47426358771309,5.84647133170776,5.27084296649772,6.16121404313127
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.62506192611736,10.5183693163765,7.09586980782345,6.88974466251652,7.53226142820846
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.09927805125878,8.56961567944128,4.8757758883888,5.83068994925436,5.59383989208581
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.04048796733892,9.28082738911711,5.53551555234488,4.87886455191687,5.68392386517944
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.4674030975167,9.11263710829324,6.75634791091756,6.12886926137661,6.86631434452603
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.13889642740764,8.62321972650763,5.88798940911591,6.8743008631187,6.13110160653747
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.0625832552475,8.25149148595393,5.34569369210288,6.32787928234604,5.74691192891259
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.04048796733892,8.65532360002344,4.02053465888749,4.98088047334491,5.17430667489869
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.04048796733892,9.88333488831403,6.87938958528942,4.94808843462954,6.18782521889298
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.27181191985783,9.98359762894245,7.985036363313,6.20863077677068,7.61226917222099
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.54973059236492,10.570800529789,7.14778750694461,5.17318142532885,6.86037501360684
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.14241795072121,10.988147445648,8.13095777504431,6.91075726483571,8.04307010906231
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.29383833022312,10.537957957093,7.59998760383278,5.86474166126084,7.32413138810244
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.63637186725936,10.2001671114409,7.86614502629888,6.20192758413849,7.47615289728441
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.35711415630339,10.4259722435269,8.18585480059296,4.52455255565605,6.87337343901982
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.28919188700665,9.98527627062614,6.89346443694698,5.7717189310356,6.98491288140384
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.60894497843317,9.9684080967197,7.85391703743698,6.32686567381136,7.4395339466003
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.04048796733892,9.71709038141914,7.0640271251763,4.92723404483638,6.18720987969269
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.07638572407289,10.0408206376768,8.03105588347778,6.03249599750129,7.54518956068219
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.50806570011399,10.9555710397877,8.1023051101844,7.2712763176003,8.2093045419216
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.11467118384891,10.8629759620287,8.64784678036516,6.46991879176908,8.02385317950296
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.15596322348321,10.8842665649536,8.44317206113707,6.79911951801829,8.32063034189804
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.97780213022094,10.1988896088133,8.16802725233723,6.28976439620555,7.40862084689426
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.46758472459647,10.9875412506276,8.82549196146669,7.38241441856732,7.91575808881452
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.26044257194319,10.6147465289832,8.38606830826927,7.38572506180647,7.91174561775053
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.47885547407478,11.5896703018053,9.6544068623791,7.17780551694909,8.47518453880207
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.44712371549269,10.8715884110739,8.89277232770463,7.72759445188274,8.23476972653849
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.77482320422648,11.3011692003559,9.19707365561237,7.89393275281041,8.54174970325129
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",3.93949815566904,11.092605146771,9.06964725647533,6.9539072007618,7.76391443991929
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.04698447832889,11.1184645558456,9.23151389081127,7.03416096226608,7.85778097181296
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.67385484802342,10.6531582442159,9.02292918793029,6.89507129510286,7.81125339381812
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.61010262992258,10.9735866587825,9.18366067237679,7.17870322040001,7.98651329537047
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.5441276127281,11.2350141068491,9.20653895360641,7.92707791431698,8.22818964687515
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.42150050563173,9.58567016691119,8.15602338210804,7.35784065700845,7.38025867791485
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.04609297783981,10.3411198860118,8.45481227640227,7.73880306198588,7.89520705055994
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.6424269097343,10.2679484304716,8.27317138500516,9.37863444656427,8.64054529294383
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.56350577333188,10.8066931469008,9.22761480270723,7.85380314032604,8.36290421581649
