"","Unnamed..0","tissue","endometriosis","severity","p1568702_a_at","p218957_s_at","PAAF1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.63407165267726,7.75458956600277,6.69433060934002
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.46094944195973,8.39787824393176,6.42941384294575
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.38004018460133,7.0575496548686,6.21879491973496
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.59202073861721,6.62109129117221,5.60655601489471
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.59202073861721,8.17912844160793,6.38557459011257
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.59202073861721,7.19528066919037,5.89365070390379
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.82094043899697,6.84372468918599,6.33233256409148
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.58748957692941,7.84242756238586,6.21495856965764
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.0026051215958,8.07553815514518,6.53907163837049
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.59202073861721,6.74848054903009,5.67025064382365
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.59202073861721,7.55248352969699,6.0722521341571
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.59202073861721,7.60624255666122,6.09913164763922
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.42448618343916,6.29790843580235,5.86119730962075
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.89235808393867,7.86408817042394,6.3782231271813
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.62670442749923,8.58898883500077,7.10784663125
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.59202073861721,7.29530434104447,5.94366253983084
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.59202073861721,6.72116882340004,5.65659478100863
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.59202073861721,7.09102887004453,5.84152480433087
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.59202073861721,6.9528732072177,5.77244697291746
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.70030777359655,6.47986742443001,6.59008759901328
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.63055109567823,8.91082490126919,8.27068799847371
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.18664417341961,7.30635778440884,7.24650097891423
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.70356078116381,6.10734706480038,6.40545392298209
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.59202073861721,7.48901751161123,6.04051912511422
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.78101489675686,6.39310174900559,7.08705832288122
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.18883352367745,6.78521371212616,7.98702361790181
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.68241650665382,5.70015568996243,6.69128609830813
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.95471860275344,6.91424003821423,6.93447932048383
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.77233411950914,7.54779514184424,7.66006463067669
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.88161834552122,6.70650330863815,7.79406082707968
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.18042977486252,7.13783980971442,7.65913479228847
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.45199093704841,6.59376880257696,7.02287986981269
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.67533617078522,6.72940787586298,7.7023720233241
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.31084595690147,6.69299906012705,7.50192250851426
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.49926363682699,8.86674466377652,7.68300415030176
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.01060368185056,6.91041880217144,6.960511242011
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.20978828722412,6.86305130450212,8.03641979586312
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.74066286859586,8.16673953508606,7.45370120184096
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.85031886134083,7.19446398918266,7.52239142526174
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.58476532981595,5.71116910688328,6.64796721834962
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.46023312356809,7.22674034057105,7.34348673206957
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.29327593161503,6.27377486798693,5.78352539980098
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.94057778080695,6.88136113819327,6.91096945950011
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.12819717434392,6.22575720436204,6.17697718935298
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.28261702625165,7.01897629143683,7.15079665884424
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.2667098766815,7.45401987719689,7.3603648769392
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.95101219656614,6.86077743135285,7.4058948139595
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.24998509691319,5.93415331479989,6.59206920585654
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.56353818007027,6.9095396194968,7.23653889978354
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.50549500745361,6.63803455742887,7.57176478244124
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.03882573922556,6.17212535476204,7.1054755469938
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.00608995556365,6.5742171969413,5.79015357625248
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.38662272530245,6.99373312274234,7.19017792402239
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.71750421008958,8.1024430119273,8.40997361100844
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.09452961182402,7.93908660585135,8.01680810883768
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.78432650226795,9.17934044528429,7.98183347377612
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.44940535047434,7.62782210309162,7.53861372678298
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.49776479434645,7.73751291239526,6.61763885337086
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.42870270861021,8.25810224648043,6.84340247754532
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.46597971430583,8.22085011207971,7.84341491319277
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.50639660961615,8.06380211580901,7.78509936271258
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.30347215915607,7.55315523487513,5.9283136970156
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.95626975924346,7.78683976193812,7.37155476059079
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.25771898662163,8.13671802970266,7.19721850816214
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.08209260330611,8.57421974705372,7.82815617517991
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.53028488753867,7.99189140550335,7.76108814652101
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.82513488208807,8.25965683189703,6.54239585699255
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.09328259139946,8.44376945775889,6.76852602457918
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.0269519351719,8.15884822920655,6.59290008218922
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.15470663227385,8.35123173330584,6.75296918278984
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.15088547470784,8.03433810293189,6.09261178881987
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.09928406727293,8.73706765289769,6.91817586008531
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.55987274333177,8.60028233361527,7.08007753847352
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.79246049008903,8.47861104693975,6.63553576851439
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.91764065706011,9.00057894682723,6.95910980194367
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.37854097319818,8.45390699915458,6.41622398617638
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.59202073861721,8.30558714737681,6.44880394299701
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.10571684067209,8.21007670337485,6.15789677202347
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.20209513491379,8.4078356576849,6.30496539629935
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.27982279512545,8.50034804167704,6.89008541840125
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.18310009789679,8.1019292421097,6.14251467000324
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.17513584515778,8.47059007711966,6.32286296113872
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",5.69793120251292,7.3225946979641,6.51026295023851
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",4.93290172633114,8.15934556451707,6.5461236454241
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.1106345215614,7.73456606795827,6.92260029475984
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.09369952718446,7.37682605291035,6.7352627900474
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.30360373737562,6.9527660513808,7.62818489437821
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.20030230472759,7.22654051174603,6.71342140823681
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.07664369719496,8.1425070838105,7.60957539050273
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.5160783691257,6.8785949524052,7.19733666076545
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.79441672136778,8.07430091836991,7.43435881986885
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.04238344888165,5.30089159912411,7.17163752400288
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.62446168512244,6.55476589979617,6.58961379245931
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.14553870948292,7.38165221854718,6.76359546401505
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.38334934102841,6.87533124344657,7.12934029223749
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.27972546729679,7.59746337850378,6.93859442290028
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.60938162492696,7.46880536767558,7.03909349630127
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",7.13346208496066,6.89804349822642,7.01575279159354
