"","Unnamed..0","tissue","endometriosis","severity","p221427_s_at","p222999_s_at","CCNL2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.91788037976585,11.2203567300512,10.0691185549085
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.08796296882289,10.4623522917784,9.77515763030064
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.9375441484629,10.3030264729461,8.6202853107045
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.50942988891858,11.5030067730145,10.5062183309665
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.65329835007021,11.0160493781356,9.83467386410291
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.86922738373249,10.944236467772,9.90673192575225
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.97197848797169,10.5729001510193,8.7724393194955
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.63366436276462,11.1376268008246,9.88564558179461
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.90310787450687,11.2054064970959,10.0542571858014
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.07969388815991,10.0719735203045,9.07583370423221
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.57648332293396,10.2265695977728,8.90152646035338
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.3208104865124,10.3435348409066,9.3321726637095
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.39375861428772,11.441962891847,9.91786075306736
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.09758664904317,10.4814782593407,9.28953245419194
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.3779026718876,11.0797595981959,9.72883113504175
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.21724498892409,11.6005781664651,10.4089115776946
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.73137942856938,11.1255017813856,9.92844060497749
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.75106452966878,10.8357394839799,9.79340200682434
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.91532539462498,10.5663975214396,9.24086145803229
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.29907003455678,9.12495520301866,7.21201261878772
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.8327523794687,9.40680990536724,7.11978114241797
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.27735089751377,8.64946052039364,6.96340570895371
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.39034168873632,9.74691635083613,7.56862901978623
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.27936083501075,9.2860740543912,7.28271744470097
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.79969586429826,9.40510966612715,7.60240276521271
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.2658961625077,9.65429726081854,7.46009671166312
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.76285835344025,8.93136078253891,6.34710956798958
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.84651164553314,9.44405683838093,7.64528424195704
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.3823467276297,10.2268521028499,7.8045994152398
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.9605684344939,9.71544337231559,7.33800590340475
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.15678375171093,8.99842311824676,6.57760343497885
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.47548348575206,9.38301990020067,7.42925169297637
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.93757962694552,9.49396709380149,7.21577336037351
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.17710346783373,8.75944661776992,6.46827504280182
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.06069322310651,10.1145397502382,8.58761648667235
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.45107234111792,9.33126442600511,7.39116838356151
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.07648391167775,9.45609947669819,7.26629169418797
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.67625649455357,9.89065983453993,7.78345816454675
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.93116606932539,8.78735965745958,5.85926286339249
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.83775679785392,9.80903240581208,7.323394601833
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.76285835344025,9.32138275678511,6.54212055511268
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.52690617641242,9.05215904083429,7.28953260862336
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.03365628865746,9.39836691841661,6.71601160353704
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.47548348575206,9.86048052843419,7.66798200709312
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.69336439702208,8.70874589257997,6.70105514480102
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.90665724881387,9.49147186864616,7.19906455873002
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.99005528609557,9.89666419161641,7.44335973885599
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.8745553897658,9.63724790007287,7.25590164491934
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.30821477424868,9.27544876119763,6.79183176772315
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.45854960229214,8.75145447155294,6.60500203692254
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.88986864143711,9.10344955329419,6.99665909736565
