"","Unnamed..0","tissue","endometriosis","severity","p235257_at","p238327_at","ODF3B"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,6.15231976613275,5.05572970527543
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,4.12184920188199,4.04049442315005
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,3.71304614643432,3.83609289542621
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,7.83446741283899,5.89680352862855
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,4.78973130229288,4.3744354733555
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.02263680899194,6.85113837783386,5.4368875934129
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,6.09651507998769,5.0278273622029
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,4.29403978304704,4.12658971373258
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,5.67555773000029,4.8173486872092
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,6.39964049700621,5.17939007071216
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,6.58191112426798,5.27052538434304
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,7.22066120364105,5.58990042402958
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,7.9479874660605,5.95356355523931
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,3.69493809249286,3.82703886845549
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,6.29023028246623,5.12468496344217
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,7.04047982977859,5.49980973709835
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,6.57192198434448,5.26553081438129
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,6.70879895897619,5.33396930169715
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,4.31234469168238,4.13574216805025
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.09910501248114,8.75578673559752,6.42744587403933
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,9.4767622020897,6.71795092325391
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.49674183296453,8.25235384719889,6.37454784008171
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,10.8637253012281,7.41143247282311
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.42596801220623,10.2328575922764,7.82941280224131
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.24567356939343,9.05540162529958,7.15053759734651
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.83005228126594,7.52290864106661,6.17648046116627
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.15190475735947,9.20482253890347,7.17836364813147
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.18168458198477,9.64134875977018,7.41151667087748
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,8.12048713751821,6.03981339096816
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.6495788530516,9.42622302208117,7.03790093756638
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.05466125616669,8.54408005209212,6.7993706541294
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.3574563996737,9.22130414036361,6.78938027001866
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.99931527262234,9.66575709702254,7.83253618482244
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.70612137677167,8.99521550001782,7.35066843839475
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.82876392735145,7.28299487831737,5.55587940283441
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.46515588168456,9.43722592256348,6.95119090212402
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.89873242351476,8.66159067738428,6.78016155044952
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.95913964441811,7.80165218427998,5.88039591434905
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.28058358789017,8.53889572743189,6.90973965766103
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.24089366596962,11.1067609601722,8.17382731307091
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.95913964441811,6.40168324377444,5.18041144409627
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.54632765988685,9.90520756738625,7.72576761363655
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.84966203406596,10.5842677648977,7.71696489948183
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.18614155648293,8.63251403653603,6.40932779650948
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.35603797878882,9.39027648920429,7.37315723399655
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.95913964441811,8.26521198195979,6.11217581318895
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.0372747687545,7.74572433348536,6.39149955111993
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.25165367413164,10.1160254127592,7.18383954344542
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.23009384574277,9.95942780369736,7.59476082472006
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.68735612512226,10.3117119293734,7.99953402724783
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.47589925209428,10.0657682195377,7.77083373581599
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.18542558813246,10.3575978454192,8.27151171677583
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.81929451367369,9.98981987398738,7.40455719383053
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",6.02436117343354,9.91363485889599,7.96899801616477
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,7.90826920487897,5.93370442464854
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.95913964441811,8.16212152196107,6.06063058318959
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.53930196290069,10.4132745514013,7.97628825715099
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,8.45449819431463,6.20681891936637
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.64165053471991,7.46608451259247,5.55386752365619
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.45978829663161,8.77413116422509,6.61695973042835
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.72961308273702,8.27030449222365,6.49995878748033
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.95913964441811,8.78106235090481,6.37010099766146
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.95913964441811,8.8848239238353,6.42198178412671
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.95918414159914,10.0354940737218,6.99733910766047
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.61056442685713,6.70863487130642,5.15959964908178
