"","Unnamed..0","tissue","endometriosis","severity","p218319_at","p232213_at","PELI1"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.9938221896935,6.77241180418097,8.88311699693723
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.04899067771814,5.516864942204,7.28292780996107
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.53731912352302,5.00301519053349,6.27016715702826
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.38883916821084,5.67178348500872,7.03031132660978
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.98455886776097,4.65216001574725,6.81835944175411
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.83235585544361,5.672126523228,7.25224118933581
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.92651773976296,3.53260527488099,5.22956150732198
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.56648969525164,5.53013614273037,7.04831291899101
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.94844769372031,5.58873108335976,7.76858938854003
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.56023763248345,4.98288819174625,6.77156291211485
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.62811737746922,4.07885923882092,6.85348830814507
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.48741820094848,5.1316309918805,7.30952459641449
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.92526800993309,4.03968714531634,6.48247757762472
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.59776265674543,5.36131585554226,7.47953925614385
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.1630216653093,5.49049907447118,7.82676036989024
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.04571584091034,5.60886133456009,7.32728858773521
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.64055721955576,4.26089594322636,6.45072658139106
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.1762745335336,3.36902531265937,6.27264992309649
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.32215139336459,4.77025059493491,6.54620099414975
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.68883446681199,5.13180840484615,6.41032143582907
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.81304364663507,6.97254963945335,7.89279664304421
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.15026412155793,4.52220978374099,5.83623695264946
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.91892874288752,6.60898149854256,7.76395512071504
