"","Unnamed..0","tissue","endometriosis","severity","p218747_s_at","p218746_at","TAPBPL"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.9939780830147,5.09660075902628,5.54528942102049
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.69137005885693,5.37136987863955,6.03136996874824
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.02910197658979,6.07332047684121,6.5512112267155
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.47463351386324,7.2717169555821,7.87317523472267
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.21489189191702,5.89133382577398,6.0531128588455
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.52005950650968,5.83515749778183,6.67760850214576
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.75738623617142,6.45874420369585,7.10806521993363
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.55848276169691,6.34880782731095,6.95364529450393
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.20840081762437,4.80261273120609,5.50550677441523
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.19663147442236,7.29306980883,7.74485064162618
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.75639599333066,5.49772546128088,6.12706072730577
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.98645095465756,6.61607921187407,6.80126508326581
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.59698480811127,4.7287254026109,6.16285510536109
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.98643652169546,5.91494455717819,5.95069053943682
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.84653349088468,6.3788892114929,7.11271135118879
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.74066470253228,7.4081804792186,7.57442259087544
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.16061115570674,6.68723966750367,7.4239254116052
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.78478682564243,6.59203381733427,6.68841032148835
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.41333195912779,6.74486274326074,7.07909735119427
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.02458513157384,8.23421438336415,8.629399757469
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.86219735047693,7.78043619435672,8.32131677241683
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.281050607997,9.22179117750184,9.75142089274942
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.34449588864081,8.41691180023529,8.88070384443805
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.57446874665062,7.90686141619477,8.74066508142269
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.97258876547771,9.12644618708281,9.54951747628026
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.5596482794052,9.66371004890689,10.111679164156
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.2976001622333,9.17448708510773,9.73604362367051
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.47539832484101,7.55064283518505,8.01302058001303
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.66492989328465,8.37814134928589,9.02153562128527
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.35657494272348,7.74093586329116,8.54875540300732
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.92582204502576,8.61781832772169,9.27182018637372
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.1164345727251,9.06922231162586,9.59282844217548
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.80719370919223,8.47130187174109,9.13924779046666
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.92378366831071,8.79603916999875,9.35991141915473
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.03564107638135,7.29306980883,7.66435544260568
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.3335410999959,9.28694776489158,9.81024443244374
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.35935689205927,8.44573991293577,8.90254840249752
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.97764168956549,7.0313908554649,7.5045162725152
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.01904603316684,7.68988273557586,8.35446438437135
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.572891204725,9.17903350309309,9.87596235390905
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.42486399178518,8.15995928165862,8.7924116367219
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.10822641689765,7.73067470257037,8.41945055973401
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.428028316162,6.85609844509426,7.64206338062813
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.3248562387172,7.43349636649677,7.87917630260698
