"","Unnamed..0","tissue","endometriosis","severity","p224814_at","p238012_at","DPP7"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.54827584709435,4.70477500644717,6.12652542677076
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.15284419459008,4.50266376044601,6.32775397751804
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.75950119689545,2.85433992557191,4.80692056123368
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.28755266390538,4.24886123393017,6.26820694891778
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.6107748481789,2.85433992557191,5.2325573868754
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.97787903062484,4.52550423313861,6.25169163188172
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.91766074141942,2.85433992557191,4.88600033349566
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.05139287891167,3.90881741696302,5.98010514793735
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.57698991751645,4.43643879469057,6.50671435610351
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.47083516450399,2.85433992557191,5.16258754503795
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.35743321829396,2.85433992557191,5.10588657193293
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.02627155285552,3.38342042208233,5.70484598746893
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.58923596068754,4.30350183190759,5.94636889629756
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.4943423867153,3.31681883801291,5.4055806123641
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.11580151465656,4.43247728798318,6.27413940131987
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.39209205811463,3.89544051476691,6.14376628644077
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.48300620618015,4.52751433944612,6.00526027281314
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.4329783751708,3.07936005641925,5.25616921579502
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.96098956458925,3.27973899879596,4.6203642816926
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.61232888071273,6.93812150805562,8.27522519438417
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.84003017896511,7.15821505875254,8.49912261885883
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.98742430430278,6.57091597714808,7.77917014072543
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.48333782613719,5.88307774538819,7.68320778576269
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.8913466875055,6.81762830303939,8.85448749527244
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.95903904815171,6.75678030289021,8.35790967552096
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.0539896469166,7.58824400503584,9.32111682597622
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.3108445130969,7.99291390461832,9.65187920885761
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.99725342594376,6.22023648867032,7.60874495730704
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.73905875081192,6.98076036777852,8.35990955929522
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.832867238684,7.83771435162203,9.33529079515302
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.1953927046483,8.12846586653515,9.66192928559173
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.20281477534995,7.4329554258914,8.31788510062067
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.2724378604619,7.87949527934006,9.57596656990098
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.8800635285795,7.72433475859585,9.30219914358767
