"","Unnamed..0","tissue","endometriosis","severity","p212452_x_at","p211874_s_at","p214496_x_at","KAT6B"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.55058205819479,5.07216905162498,5.96933485998253,5.86402865660077
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.65651565208902,5.8383290138938,6.62729551457751,6.70738006018678
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.61064976039283,6.68475403958464,7.28210103661702,7.5258349455315
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.53072277660652,3.43375299907561,4.92643798750992,4.63030458773068
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.45056691360703,5.73970213263979,6.77121217726272,6.65382707450318
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.42249480685984,4.39873012615772,6.01473812750019,5.61198768683925
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.07374907875132,5.98019292748718,6.02692504372459,6.6936223499877
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.14997665139279,5.76523953353141,7.08279986689332,6.66600535060584
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.54862733549838,6.60498647216698,6.82113211549792,6.99158197438776
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.16836694361781,5.29850944171509,6.03212928678333,6.16633522403874
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.83926122978524,6.2567862303959,6.81485307152794,6.97030017723636
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.23865922610963,5.83487990310843,6.90766202830841,6.66040038584216
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.61123645838346,3.64871645237255,6.08349215074598,5.44781502050066
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.28809124903758,6.79800833361894,7.30017451380071,7.46209136548574
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.55025736956822,5.94791941986467,6.97812405438036,6.82543361460442
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.71805302311352,4.68272962381063,5.87124808105833,5.75734357599416
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.15885077645791,3.60505753915946,5.15548076832386,4.63979636131374
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.51062558092645,5.03274784337763,5.52054143193326,5.68797161874578
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.51844566590038,4.36243729408253,5.93990839389374,5.60693045129222
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.85277888213203,3.06918322056693,3.91377747446972,3.94524652572289
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.038262544144,3.05291581149785,3.74756355190913,3.94624730251699
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.10400953995727,3.06918322056693,3.28946961562061,3.4875541253816
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.1056307792889,3.33462991337645,4.25335775682618,4.23120614983051
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.14581793042061,3.03533567566652,3.10574166090961,3.42896508899891
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.038262544144,3.10166218342886,4.12145100183905,4.0871252431373
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.0784449576026,3.32349340215547,3.55490344607406,3.98561393527738
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.038262544144,3.28784123178184,3.68320969213221,4.00310448935268
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.08127129711081,3.32349340215547,4.19881394774562,4.2011928823373
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.21780120669325,3.28784123178184,4.47918617461355,4.32827620436288
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.35454775184938,3.23014010516015,4.47918617461355,4.35462467720769
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.30784004350682,3.04549071568802,4.5184244156089,4.29058505826791
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.038262544144,3.0881945488972,4.25620728459838,4.12755479254653
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.03987545884642,3.32349340215547,5.51238316829254,4.62525067643148
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.038262544144,3.06918322056693,3.32895863236811,3.81213479902635
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.29819464159798,3.52501953760716,4.78266581714747,4.53529333211754
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.6093229937616,3.06918322056693,3.97318039833377,3.8838955375541
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.09642123317286,3.32788618755597,5.14474627672048,4.52301789914977
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.67344323744925,3.18796652458248,3.88132308253527,3.91424428152233
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.72486160029322,3.28784123178184,3.94482775217635,3.9858435280838
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.00130712133177,3.21508534636722,4.30898337388972,4.17512528052957
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.038262544144,3.33462991337645,4.47119213184957,4.28136152979001
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.54422292425291,3.20872190736662,2.6984964475754,3.15048042639831
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.06040162264103,3.33462991337645,3.54675032779652,3.98059395460467
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.63253914102762,3.28784123178184,4.47879798847625,4.1330594537619
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.84517945509363,3.06918322056693,3.23819351033896,3.71751872866651
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.03987545884642,3.06918322056693,3.84105694064838,3.98337187335391
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.90815684827978,3.21508534636722,3.49438350566957,3.87254190010552
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.63660813345753,2.66128545188989,2.78894824005303,3.36228060846682
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.55851079535825,3.28515061135588,4.17831957366487,4.00732699345967
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",5.02754958492779,3.06918322056693,4.47918617461355,4.19197299336942
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.65835397092586,3.42986605345313,4.47918617461355,4.18913539966418
