"","Unnamed..0","tissue","endometriosis","severity","p201465_s_at","p201466_s_at","JUN"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.9947534069766,10.8548443714193,9.42479888919795
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.1206777959286,11.6112021238007,11.3659399598647
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.6998007782656,11.8864538207883,11.293127299527
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.63968006596361,11.3001716359445,10.4699258509541
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.47710734674357,9.06729428181525,7.77220081427941
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.62438175574246,10.8409025802048,9.73264216797363
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.33906866114033,10.2584749084038,9.79877178477206
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.73192373055785,10.5681340738892,9.65002890222353
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.97729844503354,8.69397128457521,7.83563486480438
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.8106473143725,12.3597616294734,11.5852044719229
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.41501046358944,7.20383317127292,6.30942181743118
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.97530694027482,11.0701045613605,10.0227057508177
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.5741636816314,10.8515106287947,10.712837155213
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.21190130637667,9.39197337065752,8.3019373385171
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.2714484819077,9.54798556099521,8.40971702145145
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.06725990232176,9.53708536130671,8.30217263181424
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.58333743048267,10.2504073667636,8.41687239862313
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.41402411109911,10.0855879624976,9.24980603679835
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.8262520493358,9.98953492815862,9.40789348874721
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.94093036299368,10.3082224232398,10.1245763931167
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.036292705547,10.952958738181,10.494625721864
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.5300445241366,10.9875429799007,10.7587937520187
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.5305674620699,10.4948150514609,11.0126912567654
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.57512846127779,10.3228017199414,9.4489650906096
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.29635597663286,9.80919689049418,9.55277643356352
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.81954900009851,10.1534458372572,9.98649741867786
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.66735873126256,8.64400172829822,8.15568022978039
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.3739220671239,11.9556841539345,11.6648031105292
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.584951547758,11.6553837755291,11.1201676616435
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.0288550553636,10.2603155709227,9.14458531314315
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.1816002366528,11.3010369093513,11.2413185730021
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.2663493785514,12.3549400969361,11.8106447377438
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.55040404029135,7.65853113238154,8.60446758633644
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.05119940627361,8.74320660449183,8.89720300538272
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.0550048401508,11.3965727788426,10.7257888094967
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.1259050984609,10.2181072115443,10.6720061550026
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.85621197775903,9.52647435684881,9.69134316730392
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.50737263934443,11.2569790656178,10.3821758524811
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.69272607056142,10.3767660686919,10.0347460696267
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.1071169389107,9.61874538200121,9.86293116045595
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.9000225077964,11.5508213606143,11.2254219342054
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.23364266454974,8.84145575762695,8.03754921108835
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.3142565999698,12.2951856811566,11.8047211405632
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.1620384232617,12.2551373991989,11.7085879112303
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.4567567222504,11.7186302490029,11.5876934856266
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.48014664757811,10.716888822801,10.0985177351896
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.79100309089547,10.7210719434508,9.75603751717314
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.81663313573294,10.2123059148735,10.0144695253032
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.1726784349794,10.1749029207463,10.1737906778629
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.97530694027482,8.94542271606535,8.96036482817009
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.142660692499,10.8625953666685,11.0026280295838
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.36821815613937,9.86739419622719,9.11780617618328
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.67502024671751,7.77517376158009,7.7250970041488
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.60165107635053,7.68019004341392,7.64092055988223
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.43744516628984,9.76995376165027,9.10369946397006
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.21292077944585,10.0718305216562,9.14237565055102
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.18478627475644,9.15041846100889,9.16760236788267
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.4025011794683,9.93837877978863,9.67043997962847
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.18982478131964,10.6260899488694,9.90795736509452
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.71022256307197,10.1539437127668,9.43208313791938
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.26459582921694,9.17614648155667,8.7203711553868
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.16761737980027,10.7803357186777,9.47397654923898
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.97530694027482,9.98546643326607,9.48038668677044
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.23489010772948,8.79493692082311,8.01491351427629
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.69482504880996,11.0878750271062,10.3913500379581
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.0074228302944,10.2433213390452,10.1253720846698
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.35204872506039,9.0159408397641,8.68399478241225
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.25248590922703,9.14928233303674,8.70088412113189
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.51203656493301,9.56290552061516,9.03747104277409
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.97134604837038,8.81618265123818,8.39376434980428
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.71818564729231,9.18228869164835,8.95023716947033
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.83896043970022,9.8524769449633,9.34571869233176
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.85712721268845,8.92972537423035,8.3934262934594
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.93710371998174,9.28752321978729,8.61231346988452
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.99928368316035,9.88975129499488,9.44451748907762
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.25374201512949,10.5372331885444,9.89548760183694
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.77944253180927,8.47694088938056,8.12819171059492
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",10.070172285675,10.5744192899419,10.3222957878085
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.69360877321136,8.26539049041257,7.97949963181197
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",9.71786780414877,9.94238296262696,9.83012538338787
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.35525729816179,9.16987694790526,8.76256712303353
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.01103498556636,8.48109118567717,8.24606308562177
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",12.0025523530586,12.7251651914744,12.3638587722665
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.34350451293946,10.3198789714952,9.83169174221733
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",6.04961749306143,7.65059605443991,6.85010677375067
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.95569494969567,10.8325331053471,10.3941140275214
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.5960372141558,10.4114941622832,10.5037656882195
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.2363341329447,10.7405379175284,10.4884360252365
