"","Unnamed..0","tissue","endometriosis","severity","p226272_at","p229064_s_at","RCAN3"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.66527965600524,3.85783364285018,6.26155664942771
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.60047081159779,3.50586549333043,6.05316815246411
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.10564128710358,3.40991637118972,4.75777882914665
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.98655982804464,3.94300138245714,6.46478060525089
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.04530890351392,3.613473915897,5.82939140970546
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.1148822743786,4.32607387044336,6.72047807241098
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.21091806994444,3.82381965886,6.01736886440222
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.77738501076614,4.04312639936202,5.91025570506408
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.8539664685823,3.40991637118972,6.13194141988601
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.48972289559063,4.36698292317123,6.42835290938093
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.23765917843892,4.36698292317123,6.30232105080507
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.78589054758838,3.44749675512969,6.11669365135903
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.20165042413887,3.70088978741966,5.95127010577927
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.7462620588056,3.40991637118972,5.57808921499766
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.51795964464739,3.45203581231801,5.9849977284827
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.98159542803748,4.45159454490389,6.71659498647069
