"","Unnamed..0","tissue","endometriosis","severity","p229113_s_at","p236499_at","FAAP20"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.67678221963223,5.12401264136027,5.90039743049625
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.07887421298052,5.7733045689264,6.42608939095346
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.56865358054741,6.34574139871294,6.45719748963018
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.42495686185866,5.63388410025938,6.52942048105902
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.18000420794091,6.24777709775626,6.71389065284859
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.96450969665363,6.80019906843524,6.88235438254443
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.93662572609608,6.24524142071175,6.09093357340392
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.74116110784689,4.9359267203971,6.33854391412199
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.03738907737151,4.9359267203971,5.9866578988843
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.75152193242479,5.92742333351348,6.33947263296914
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.56865358054741,5.25673949293882,5.91269653674312
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.20977681634764,5.02410630236349,6.11694155935557
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.35646964751793,5.67584281338032,6.01615623044913
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.21899711997821,6.08073437853685,6.64986574925753
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.02568257116223,5.00531163742616,6.01549710429419
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.75170207080012,6.05348438503065,6.40259322791539
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.76592865791764,5.96266348027859,6.36429606909812
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.18345670043702,4.9359267203971,5.55969171041706
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.83778339702927,4.9359267203971,5.88685505871318
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.008362113733,5.7123038363219,7.86033297502745
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.1277872836345,4.9359267203971,7.5318570020158
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.2395865365806,5.75981798448275,7.99970226053168
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.37717817197258,5.62585853368592,7.50151835282925
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.0876375756038,5.34921164096294,8.21842460828337
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.2489648267938,5.44299092768328,7.84597787723854
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.0306697103721,6.33597721486467,8.68332346261839
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.3413913634678,6.61250638520592,8.97694887433686
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.062350459556,5.31327048672058,7.68781047313829
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.75589439233934,5.31295405939707,7.5344242258682
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.8006997341927,5.80083202223046,8.30076587821158
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.9728748676393,6.66526713463252,8.81907100113591
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.84834810568507,5.67898336503409,7.76366573535958
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.5362788756996,6.63021294990597,9.08324591280278
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.4760766788325,6.83253881720636,9.15430774801943
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.78427815486171,4.64429169252381,6.71428492369276
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.3162600110165,5.8836816736624,8.09997084233945
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.5988305451138,5.40334574694854,8.00108814603117
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.40256811783487,4.57048292655034,6.9865255221926
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.8854556727853,5.68666710534432,8.28606138906481
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.1866702391726,6.43067817816506,8.30867420866883
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.71594973836868,5.46840554796587,7.59217764316728
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",11.0282390857115,6.84647256547218,8.93735582559184
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.0400575945178,4.96456534433379,7.50231146942579
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.1508818148998,5.08700327278097,7.11894254384038
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.2812015998781,5.5547937917474,7.91799769581275
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.8772057785633,5.05026773898735,7.96373675877532
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.5502264119284,6.14469670474984,8.84746155833912
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.83847461792309,5.5694912632105,7.7039829405668
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.388278894029,5.14559905107173,7.76693897255037
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",11.2843349319546,5.78836846018094,8.53635169606777
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.1464050042437,5.7561214796965,8.4512632419701
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.4465149665071,7.09659154438462,9.27155325544586
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.5365861259234,5.54203301292034,8.03930956942187
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.5622568963072,6.15055516597291,8.35640603114006
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.78211660109426,5.28302894571293,7.5325727734036
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.00091183463195,4.74080892649392,6.87086038056293
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.5000112647695,5.49037192908418,7.99519159692684
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.80068384388964,4.9359267203971,7.36830528214337
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.03934550951362,4.43442718887177,6.73688634919269
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.70303076749829,4.95029991389394,7.32666534069612
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.3650387747776,5.36143220223151,7.86323548850456
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.0509792212872,5.25266317878159,7.65182120003439
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.62152222315743,4.50158271742546,7.06155247029145
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.31440724167864,4.9359267203971,7.12516698103787
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.43100194610129,4.40637112336613,6.41868653473371
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.92825678766249,5.22092432456922,7.57459055611585
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.5010286136496,5.78629605414126,8.14366233389543
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.79157719104126,4.33593427961992,6.06375573533059
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.12878981942485,4.33528097013213,6.23203539477849
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.81128755074406,4.36459991216064,6.08794373145235
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.63879474522369,4.67454591324018,6.15667032923193
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.48186800253499,4.33020997498113,5.90603898875806
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.08286339577535,4.27628664344303,6.17957501960919
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.08452347071654,4.39255856408855,6.23854101740254
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.85055335959533,4.27628664344303,6.06342000151918
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.3153293721632,4.33593427961992,5.82563182589156
"77","GSM1256729","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.23127126535025,4.57785719580989,6.40456423058007
"78","GSM1256730","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.14486290896695,4.47144681289256,6.30815486092975
"79","GSM1256731","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.97708245738941,4.47476205083929,6.22592225411435
"80","GSM1256732","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.6688005707239,4.9359267203971,6.8023636455605
"81","GSM1256733","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",7.97945428047831,4.33700075547048,6.1582275179744
"82","GSM1256734","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",8.26734991939107,4.63527429197583,6.45131210568345
"83","GSM1256735","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.1202552629,5.34547109321868,7.23286317805934
"84","GSM1256736","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.04748701637966,4.87748777600658,6.96248739619312
"85","GSM1256737","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.3009934491305,5.06248132650068,8.18173738781559
"86","GSM1256738","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.93728492418263,4.9359267203971,7.43660582228986
"87","GSM1256739","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",11.0349812517116,5.79416674316562,8.41457399743861
"88","GSM1256740","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.210488792775,5.24193223082905,7.72621051180202
"89","GSM1256741","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0983652941249,4.87910491234976,7.48873510323733
"90","GSM1256742","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.7306761854734,5.48822161163277,8.10944889855308
"91","GSM1256743","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.86663132643507,4.88989135208085,7.37826133925796
"92","GSM1256744","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.6700549993427,6.33671489970085,8.50338494952177
"93","GSM1256745","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.6103397294939,6.31241832185644,8.46137902567517
"94","GSM1256746","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.59222176449436,4.33440538507651,6.46331357478543
"95","GSM1256747","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.2051886772908,6.19576583324991,8.20047725527035
"96","GSM1256748","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.34758434951653,5.05800075268326,7.2027925510999
"97","GSM1256749","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.0459061052516,5.5816419254419,7.81377401534675
"98","GSM1256750","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.31117213285007,5.18961136694911,7.25039174989959
"99","GSM1256751","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.2637862179724,5.43276359125929,7.84827490461585
"100","GSM1256752","Early Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.1386604109534,6.60206622063376,8.37036331579358
"101","GSM1256753","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.91592800845167,4.80477030540704,7.36034915692936
"102","GSM1256754","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",8.52253878350103,4.96183822277509,6.74218850313806
"103","GSM1256755","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.28421016492294,5.19852878372102,7.24136947432198
"104","GSM1256756","Proliferative Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",10.9858052162496,5.60948281410173,8.29764401517567
"105","GSM1256757","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.45640959192541,5.01385168083849,7.23513063638195
"106","GSM1256758","Mid-Secretory Endometrial tissue","Non-Endometriosis","Uterine Pelvic Pathology",9.83316501778347,5.75247168119429,7.79281834948888
