"","Unnamed..0","tissue","endometriosis","severity","p212066_s_at","p212065_s_at","USP34"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.7263609848305,5.43183746832921,8.07909922657985
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.5383321666728,5.39231314183863,7.96532265425571
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.2320899148657,4.57638544305062,7.40423767895816
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.6546947590479,4.88080674754483,7.76775075329637
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.2721389046487,6.4355277227166,8.35383331368265
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.5519887641494,4.30880568370249,7.43039722392594
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.6490655987979,4.17100669096738,6.91003614488264
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.8550766196448,5.15224150880555,8.00365906422518
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.8384070798932,5.55804002698922,8.19822355344121
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.3261797745982,5.63823904310806,7.98220940885313
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.7221077385207,6.65886449731752,8.69048611791911
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.6787265306049,5.87731848619115,8.27802250839802
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.331273290156,3.91313008734038,7.12220168874819
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.496529984191,5.50581896000279,8.0011744720969
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.7892012656887,4.82099789938332,7.80509958253601
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.3744868455349,5.77538927577901,8.07493806065695
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.5361075913132,5.15145939309178,7.84378349220249
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.4492931537677,5.83092100816571,8.1401070809667
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.98467143144006,5.53828347685125,7.76147745414565
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.41602546331151,2.84142555375546,5.62872550853348
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.82661622544158,2.94734887338557,5.88698254941357
