"","Unnamed..0","tissue","endometriosis","severity","p1555460_a_at","p1556551_s_at","p202088_at","SLC39A6"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.17132592149317,6.09791384171475,11.7197535260834,7.99633109643044
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.27436091294229,8.19694095848137,11.5637033760184,9.34500174914735
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.3309312814112,9.90668835883694,13.064788230134,11.1008026234607
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.4847963479931,7.67866414337089,12.1198485411484,9.0944363441708
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.22768513980633,9.08358642322172,12.8154096290539,10.3755603973606
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.64321778724718,7.39222815175707,11.9636989682794,8.99971496909455
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.89430667761011,6.31764515373382,10.90802222578,7.70665801904131
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.64449926414295,8.35715274911821,13.3977451696592,10.4664657276401
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.41602870230828,7.36834973115464,11.7172989987181,8.83389247739367
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.22746327716282,7.86729962042171,12.2624067047386,9.45238986744104
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.6497686192222,10.6759936495499,13.564700969914,11.6301544128954
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.31362753101266,8.48438168866524,12.5891233150712,9.79571084491637
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.54330328791097,5.89067620101399,10.5271648831088,6.98704812401125
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.77921623651411,7.9707735882531,12.9125259217118,9.88750524882634
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.93862588141227,6.68235722694309,12.4074728457692,9.00948531804152
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.42968119091295,7.5035969051124,12.4236309034491,9.45230299982482
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.50437592740688,6.99216096835737,12.08509517604,8.86054402393475
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.34163386081987,7.12523373422959,11.8961131154859,8.78766023684512
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.60830548143118,7.71680298944403,12.3303295826956,9.21847935119027
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.19577339507684,2.98180259379668,11.4364540868999,5.87134335859114
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.53624650338797,5.9182732552286,12.1162176133782,7.52357912399826
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.14471711523178,3.39110627614297,11.388511251562,6.30811154764558
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.53637736826764,2.44647923773845,12.4934317636302,5.82542945654543
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.13712534988911,2.23602791534862,11.1348600027629,5.50267108933354
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.51055601357311,2.37074608971864,11.0212646544866,5.30085558592612
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.23602791534862,2.44383148440887,11.2474420879734,5.3091004959103
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.66957057900416,2.37074608971864,12.0134575951905,5.68459142130443
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.43168257231749,5.05533742190165,13.1693151360292,8.55211171008278
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.25630714201509,2.37377531588024,11.0736919669986,5.23459147496464
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.56020801020902,2.37074608971864,11.9468881035829,5.62594740117019
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.19804096245703,2.23602791534862,11.946162240189,5.79341037266488
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.2832849666833,2.71231451831849,11.86304186484,6.2862137832806
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.23602791534862,3.75182407571807,11.0745126639072,5.6874548849913
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",2.71267491816626,2.23602791534862,10.8463559133617,5.26501958229219
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.52763957586755,4.32976838900232,12.4100174930996,7.75580848598982
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.46443979800701,4.51184714228875,10.9550279570765,6.31043829912409
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.01268470134776,4.45369400215905,12.6645265842408,7.04363509591587
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.79581570567386,3.1950395149904,12.1144070459779,6.70175408888072
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.10881106510282,3.56631877827658,12.2888379500991,6.32132259782617
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.99712644930341,2.52840371690888,11.1481793242712,5.5579031634945
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.5077133270327,4.32976838900232,13.1017578215891,7.31307984587471
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.44977848584419,3.03622394771223,11.1741165457125,5.88670632642297
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.23602791534862,2.44383148440887,11.6064186006312,5.4287593334629
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.32141758960804,2.53545856131596,12.5464082216281,6.8010947908507
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.96829133185144,2.30660338684262,10.8403145572469,5.37173642531365
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.70033889595976,3.93287918843346,12.6955694851911,6.77626252319477
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.19804096245703,4.01237531897319,12.0267249435504,6.41238040832687
