"","Unnamed..0","tissue","endometriosis","severity","p1568678_s_at","p205588_s_at","FGFR1OP"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.88018529458053,6.57050538140724,6.72534533799388
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.96209889543949,7.34475081759657,7.15342485651803
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.37551612330335,5.37595379775304,5.8757349605282
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.2241530263525,6.33386646121092,6.27900974378171
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.47342026070792,7.79958019420982,7.13650022745887
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.37551612330335,7.04537212725523,6.71044412527929
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.21840898371388,6.61742394090161,5.91791646230774
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.07238117727731,7.11382164656299,6.59310141192015
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.72963479325613,7.4010166264927,7.06532570987441
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.07601165374473,7.13832163781721,7.10716664578097
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.67911847679567,8.06581823592391,7.87246835635979
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.51503609737986,6.46500519596814,6.490020646674
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.14525759539696,6.44781538749185,6.2965364914444
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.01845103911485,7.52367121379235,7.2710611264536
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.68070416827887,7.38295153098698,7.03182784963293
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.38006277733044,6.45114688574829,6.41560483153937
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.51685674532609,6.92111673734151,6.7189867413338
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.37551612330335,6.75834737672351,6.56693175001343
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.95878243816776,6.92690580202427,6.94284412009601
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.39118033119166,6.22476722010146,5.30797377564656
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.01941204329988,5.96788626884899,5.99364915607443
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",5.15620344919723,5.59491885610041,5.37556115264882
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.18659064736574,3.90741130375898,3.54700097556236
