"","Unnamed..0","tissue","endometriosis","severity","p224914_s_at","p229069_at","SARNP"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.3481458219933,5.80683377664621,8.07748979931976
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.7365580147685,5.78618113668092,8.26136957572471
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.83210757871048,5.79954264975162,7.81582511423105
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.96853342201506,4.67566678194614,7.3221001019806
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.7658327963139,4.69709823039825,7.73146551335608
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.0397907079205,5.69322565664223,7.86650818228137
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.73645676473872,4.97289131533215,7.35467404003544
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.7668563613411,5.71264481977807,8.23975059055958
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.7160447867187,5.06229984478987,7.88917231575429
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.89344216800025,5.5374919771255,7.71546707256288
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.7109715032539,5.05116804223197,7.88106977274293
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.8309231573206,5.60250097837677,8.21671206784868
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.65494205973262,5.44047118441403,7.54770662207333
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.0196601023957,5.05116804223197,8.03541407231383
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.7022631529815,4.70012711061203,7.70119513179676
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.2871534932601,5.1812111388192,7.73418231603965
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.1126408442142,4.64365129808474,7.37814607114947
