"","Unnamed..0","tissue","endometriosis","severity","p217868_s_at","p222447_at","p226220_at","p230395_at","METTL9"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.9586994302979,9.1677918758629,4.51013213827337,5.02299076702327,7.41490355286436
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.5033687958527,8.21396157378914,7.12760406932389,4.91750223873714,7.69060916942572
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.9154744717533,6.59977130480709,6.00157554912255,4.3048714226152,6.95542318707454
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.2190377292709,7.72686336732434,3.54842811375664,4.64451867422281,6.53471197114367
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.2127615770106,8.84155915670398,5.09250129126361,5.25239293963831,7.59980374115412
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.8942897451249,7.37980543049674,4.95013600809687,5.24612105933597,7.11758806076362
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.265051363872,7.95127986928453,5.46208917969808,4.39472415934285,7.01828614304937
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.1116511967908,8.26080250019648,6.47567784036532,5.34439677195972,7.79813207732808
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.0317830423753,8.5027156430731,5.22590765193079,5.53936729547466,7.57494340821346
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.7901489404159,7.53022215532044,4.84544175928431,3.70162444245613,6.71685932436919
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.9882727705879,7.88744713505673,4.94676804650132,4.39472415934285,7.0543030278722
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.697889006092,8.75669521670362,5.19169300067427,5.24709381936742,7.47334276070933
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.4325675367302,8.13079182668632,3.75132213986942,5.80298982741221,7.02941783267454
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.0599247602993,8.54438156279158,4.65593316159731,6.38101133186936,7.66031270413939
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.47277071721,9.67155691745254,4.76752096636,6.51491980179025,8.1066921007032
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.5929754201357,8.52477916838402,3.60672515299094,5.86438144819831,7.14721529742724
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.6570595113395,8.58518712381006,3.64066969545785,5.99790009455504,7.22020410629061
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.6312914004902,8.01220609385317,3.94707532177235,4.01865096835779,6.65230594611838
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.0533021334607,8.52675761272151,5.09250129126361,4.25472276737461,7.23182095120511
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.4556626437259,7.3846177550587,6.58248059068323,4.60872716680539,7.2578720390683
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.7005461647986,8.71829097429062,7.26180157169647,3.07830867401497,7.43973684620016
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.4322820416545,8.01906596104603,6.5693342132799,3.74768250561287,7.19209118039833
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.5561916834274,8.55377650633831,4.72589650463392,4.34616374577428,7.04550711004348
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.0711126127697,6.88529399145386,5.78850219329787,3.73639353476728,6.62032558307218
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.81871339275845,6.8215928983324,4.56929724693749,5.43109709339173,6.66017515785502
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.26824539170092,5.58364086300895,3.64066969545785,5.03118184194425,5.88093444802799
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.66189820846785,6.70448528673015,4.15382434555245,3.73639353476728,6.06415034387943
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.6820395499907,8.46613535721304,5.91560850740353,4.48134977394892,7.38628329713905
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.4967699623171,6.97703369966101,4.32644616955301,5.63091779037458,6.85779190547643
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.89006534618151,7.00470709923872,5.51078665566197,4.0059449643855,6.60287601636692
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.7560480241781,6.97048433451936,4.28979134309851,3.73639353476728,6.18817930914081
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.3738258518863,7.76294594959812,5.09250129126361,5.39178466716317,7.1552644399778
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.11121399563538,6.2173632603177,3.64066969545785,3.83976120288932,5.70225203857506
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.0077514291062,6.96662370108824,4.60828583094805,4.55677478871604,6.53485893746463
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.0255722832296,8.58611628234268,6.85697045298954,3.97828003643625,7.61173476374952
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.4836735439524,7.17909280141472,6.15855399756785,4.80180643845145,7.1557816953466
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.0345518235134,6.99146579760978,5.36573337193421,4.82597888384123,6.80443246922465
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.2763340155823,7.91328979475144,6.27505801707922,3.53020271409684,6.99872113537745
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",10.3225094949387,7.25603035111309,5.61620231879069,5.45093512635275,7.16141932279881
