"","Unnamed..0","tissue","endometriosis","severity","p208623_s_at","p208622_s_at","p208621_s_at","p217234_s_at","EZR"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.4442566436886,8.19983919776922,3.94504356161619,7.63483139996964,7.55599270076091
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.2169518081761,8.75840506187155,5.98932953499522,9.18044464611701,8.53628276278997
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",9.41175982674261,6.35491024044514,2.64326494098105,6.86359224116065,6.31838181233236
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.8243131964706,10.7577604012305,7.43908450666336,10.3979691352451,10.1047818099024
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.27707457908322,6.81487404290937,4.72576256563736,7.98751973512403,7.20130773068849
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.4685056681883,11.2405972957494,8.57806597667174,10.8891909896768,10.7940899825716
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.7187302901907,10.02495602073,6.43509758642796,9.10224613705909,9.32025750860194
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.1107866499003,6.86024067037421,3.10743638326189,6.42276218418085,6.62530647192931
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.3194463529362,7.78659965157679,5.33237448198894,8.1422375872133,7.89516451842881
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.1163499783198,10.6653779842407,8.050099364792,10.9957768505349,10.4569010444719
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",10.9341122127181,8.81262457856668,7.08306676552264,9.57250138845654,9.10057623631599
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.2441339781315,9.08786933644266,6.52816051563943,9.73346878894168,9.14840815478882
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",12.1148860138269,9.53003288175839,5.70044739237139,9.00824749750026,9.08840344636424
