"","Unnamed..0","tissue","endometriosis","severity","p226291_at","p232184_at","ALS2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.47647888528128,4.28665531642961,5.38156710085545
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.18665789806909,2.69009289770085,4.43837539788497
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.90076927363164,2.69009289770085,3.79543108566625
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.72078087212482,2.69009289770085,4.70543688491284
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.29786641299773,3.15882971332382,4.72834806316077
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.89046363278044,2.69009289770085,4.29027826524065
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.90587413017701,2.94114290645551,4.42350851831626
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.48152227825083,2.44328425483587,4.46240326654335
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.63618213426736,2.78274040473548,4.70946126950142
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.7520100328986,2.88877257305126,4.32039130297493
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.07972068557968,3.02554498853216,4.55263283705592
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.80407873775617,2.67917138678887,4.24162506227252
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.2536398659095,2.72577279585277,4.48970633088113
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.55329719576452,3.2758696301127,4.91458341293861
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.75316408791689,2.85055608419453,4.80186008605571
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.55379996604651,2.65040309925203,4.60210153264927
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.09428555682991,2.9160397770659,5.00516266694791
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.70321648404474,3.08699842092521,4.39510745248498
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.29288816281672,2.94114290645551,4.61701553463612
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.68467915286189,2.39279653444439,3.53873784365314
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.85914835881165,2.25506670486546,3.55710753183855
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.6284832786928,2.39705588302827,3.01276958086054
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.98555531926099,2.94114290645551,3.46334911285825
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.8160995621773,2.25506670486546,3.03558313352138
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.95882927231881,2.39139809045455,2.67511368138668
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",2.73308774553236,2.27300886440596,2.50304830496916
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.69446977808457,2.38464338183107,3.03955657995782
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.30859687051756,3.92742900396721,4.61801293724239
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.68700459794318,2.25506670486546,2.47103565140432
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.37692662312383,2.69009289770085,3.03350976041234
