"","Unnamed..0","tissue","endometriosis","severity","p1555564_a_at","p203854_at","CFI"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.4232090127503,9.42914988006266,9.42617944640648
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.8749819703885,9.85159658851858,10.3632892794535
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.3803179767154,12.0245100574689,12.2024140170921
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.4746488255629,10.1338251912869,10.3042370084249
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.900802559549,10.3317526916425,10.6162776255957
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.7598680206333,10.2988138424781,10.5293409315557
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.0823494995945,10.2234212641657,10.1528853818801
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.4923472469537,11.8252736028936,12.1588104249237
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.99465947185195,9.65507302352434,9.82486624768815
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",11.082956818968,10.5669327672298,10.8249447930989
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.3885824634584,11.5442510742883,11.9664167688734
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",12.6405944507473,11.9968075419934,12.3187009963703
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.60439163591365,9.68758944608914,9.6459905410014
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",11.4054753043716,11.3154071055908,11.3604412049812
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.42257439602392,9.90907777815036,9.66582608708714
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.613468780124,10.3438812197961,10.47867499996
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.1744068269368,10.2059418703662,10.1901743486515
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.0731860722567,9.80762484410894,9.94040545818282
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.8478305473861,10.4877122007688,10.6677713740775
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.58517697648697,9.13368249042168,8.35942973345433
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.53241300677888,8.78718183938608,8.15979742308248
