"","Unnamed..0","tissue","endometriosis","severity","p204166_at","p215760_s_at","SBNO2"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.1006585611935,5.46402514937349,5.78234185528349
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.52853464663892,6.07603366412488,5.8022841553819
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.32816597724889,5.89079223959161,6.10947910842025
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.28134400790936,6.55327032313726,6.91730716552331
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.1006585611935,5.90883180023908,6.00474518071629
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.70812375606779,7.41991345341069,7.56401860473924
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.60602608954824,7.21694177266594,7.41148393110709
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",5.9570469998167,5.8690831523788,5.91306507609775
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.82812223491305,4.99834673539619,4.91323448515462
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.0384131485007,6.81948430650177,6.92894872750123
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.1006585611935,5.88630783277996,5.99348319698673
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.1006585611935,6.19153260727488,6.14609558423419
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.67777754721065,7.76445021901464,7.72111388311265
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",6.05017344860917,5.04551586430026,5.54784465645472
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.1006585611935,4.89170055683823,5.49617955901586
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.67833494890051,7.46526873928873,7.57180184409462
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.43639233935454,6.71121778197915,7.57380506066685
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.49190462783185,7.16713122357287,7.32951792570236
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.68642181219271,7.12761840660776,7.40702010940023
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.0920452619055,7.91883805548238,9.00544165869394
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.35223833462926,7.36327477650631,7.35775655556778
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.47906202425628,7.10877252873795,8.29391727649712
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.4714805339317,8.39194902305191,9.43171477849181
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",10.7269917109721,8.08105454376309,9.40402312736759
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.68612119328008,7.6807449854344,8.68343308935724
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.98052434402543,6.91314500339605,7.94683467371074
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.97360628072405,7.23215088826088,8.10287858449247
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.52383725837644,6.59697900840229,7.56040813338937
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.50729915878019,6.53704525684215,7.52217220781117
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.88870256214756,6.23598267452287,7.56234261833522
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.0352965274506,6.92178821419132,7.97854237082096
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.61512251425303,6.83974822589102,7.72743537007203
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.87253789594538,7.4202846936015,8.64641129477344
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",9.42870461833966,8.19292669332554,8.8108156558326
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.00558098840155,4.5523358042109,5.27895839630622
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.48782371015424,7.09308137036591,7.79045254026008
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.42771227210359,5.94125506693718,7.18448366952039
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",7.41610703031021,6.10683854625162,6.76147278828091
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.45987450948679,6.54453938257956,7.00220694603317
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.4062721811383,7.99065804256582,9.19846511185206
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.55437314614773,6.29480876583063,7.42459095598918
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.7171113398441,8.41380656145282,9.56545895064846
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.43952094859709,7.32721337463328,7.88336716161519
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.693852976219,7.09412658389845,8.39398978005872
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.47278175899704,7.96858672953606,8.72068424426655
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",7.55882112285077,5.89135414465929,6.72508763375503
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.80499634103146,6.0133767784752,7.40918655975333
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",10.4294384004104,7.99191496452391,9.21067668246715
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.53796301992501,7.00133793463584,8.26965047728043
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.60057231604257,7.54251745343994,8.07154488474125
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.93537747693588,7.87023807446831,8.4028077757021
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",9.70840428270948,7.2323672310196,8.47038575686454
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.66480482825324,6.07334488651486,7.36907485738405
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.10182493882342,5.90026183545337,7.0010433871384
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",7.47957063032788,5.630076566179,6.55482359825344
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",6.3297925048185,3.47038383018903,4.90008816750376
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.55441717325939,6.39441173407023,7.47441445366481
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.76050510664663,6.53723279615103,7.64886895139883
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.51922360794028,6.37970163396155,7.44946262095091
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.70100536750409,6.79212695905188,7.24656616327798
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",8.22683721514318,6.25720842154584,7.24202281834451
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",8.82363513442772,6.90765377963724,7.86564445703248
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",9.00389238436274,5.89135414465929,7.44762326451101
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",7.98615163282389,5.60802707848403,6.79708935565396
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.37763262967983,4.65992798046648,5.51878030507316
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",8.59284534781816,7.02512958857231,7.80898746819524
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",8.23706843745374,6.76906313847188,7.50306578796281
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.85425244316902,2.85169487356167,4.35297365836534
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.00546255595642,4.06166507551613,4.53356381573627
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.59477208801363,4.74804829879067,5.17141019340215
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",6.34779520292128,5.04225215544153,5.69502367918141
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.64876818327262,4.94626469613874,5.29751643970568
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.11468686478818,4.77477707758203,4.9447319711851
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.52853464663892,3.90081916361005,4.71467690512448
