"","Unnamed..0","tissue","endometriosis","severity","p204180_s_at","p204181_s_at","ZBTB43"
"1","GSM1256653","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.14830799026758,5.94256739613011,5.04543769319885
"2","GSM1256654","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.38135648722274,6.01389121967605,5.19762385344939
"3","GSM1256655","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.14830799026758,6.81540929028071,5.48185864027415
"4","GSM1256656","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.65957821856205,7.17452936120889,6.41705378988547
"5","GSM1256657","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.14253944021509,4.86750048913029,4.50501996467269
"6","GSM1256658","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.49778927906384,6.65794574375727,6.07786751141055
"7","GSM1256659","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.53437485424827,6.62794461122574,6.081159732737
"8","GSM1256660","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.47903253024681,5.39459501975578,4.9368137750013
"9","GSM1256661","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.38459521393803,5.80911753529888,5.09685637461846
"10","GSM1256662","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.8553074696379,6.59120916254102,5.72325831608946
"11","GSM1256663","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.14253944021509,5.3167625985661,4.72965101939059
"12","GSM1256664","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.15823262250478,5.48810256754295,4.82316759502386
"13","GSM1256665","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.55149419652286,6.97519878210273,6.2633464893128
"14","GSM1256666","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.14830799026758,5.79933060875022,4.9738192995089
"15","GSM1256667","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.10250878395269,6.11696675485656,5.60973776940462
"16","GSM1256668","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.370196028701,7.04962306132391,6.70990954501245
"17","GSM1256669","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",6.23914991368197,6.93061981337244,6.58488486352721
"18","GSM1256670","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.14830799026758,6.31771106157365,5.23300952592061
"19","GSM1256671","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",5.22863404070385,7.14484220858968,6.18673812464676
"20","GSM1256672","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.83646067883418,5.03573363072875,4.43609715478147
"21","GSM1256673","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.1568626313665,3.36669205142524,3.76177734139587
"22","GSM1256674","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.12444388434875,4.72552844894085,4.4249861666448
"23","GSM1256675","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.67614419177043,4.80716363846718,4.74165391511881
"24","GSM1256676","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.14253944021509,2.49132745221473,3.31693344621491
"25","GSM1256677","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.04430214888377,3.26709174658378,3.65569694773377
"26","GSM1256678","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.98357694967938,2.89208259155926,3.43782977061932
"27","GSM1256679","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.14253944021509,3.13509671127066,3.63881807574288
"28","GSM1256680","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.24289272570641,3.81313679596845,3.52801476083743
"29","GSM1256681","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.24594835439151,2.89208259155926,3.06901547297539
"30","GSM1256682","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.02949768659663,2.8539672791048,3.44173248285071
"31","GSM1256683","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.86835592287766,3.55678135482925,3.71256863885345
"32","GSM1256684","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.88398645022905,3.59574901726003,3.73986773374454
"33","GSM1256685","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.75768608289811,2.80438822604421,3.28103715447116
"34","GSM1256686","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.89372206284068,3.51239523698121,3.70305864991095
"35","GSM1256687","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.39124251580595,4.97986957909521,4.68555604745058
"36","GSM1256688","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.97980261286962,4.8643249447839,4.92206377882676
"37","GSM1256689","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.97798603742364,3.81313679596845,3.89556141669605
"38","GSM1256690","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.90853109148203,4.15113519182573,4.02983314165388
"39","GSM1256691","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.89372206284068,3.70813727412196,3.80092966848132
"40","GSM1256692","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.14253944021509,3.81313679596845,3.97783811809177
"41","GSM1256693","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.14253944021509,4.77354269627818,4.45804106824663
"42","GSM1256694","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.89372206284068,2.80438822604421,3.34905514444245
"43","GSM1256695","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.99463856603658,2.89208259155926,3.44336057879792
"44","GSM1256696","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.14830799026758,4.77354269627818,4.46092534327288
"45","GSM1256697","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.89372206284068,2.89208259155926,3.39290232719997
"46","GSM1256698","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.12205383122484,3.88996035852142,4.00600709487313
"47","GSM1256699","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.20882355952313,3.47838524139058,3.84360440045685
"48","GSM1256700","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.14253944021509,4.72864340220596,4.43559142121052
"49","GSM1256701","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.14830799026758,3.83668276482145,3.99249537754451
"50","GSM1256702","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.89372206284068,3.41007463441346,3.65189834862707
"51","GSM1256703","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.14253944021509,3.05346270732076,3.59800107376793
"52","GSM1256704","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.13226805159264,3.57510136614014,3.85368470886639
"53","GSM1256705","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",2.92016860954118,4.39678546901104,3.65847703927611
"54","GSM1256706","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",3.79528442786133,4.26697648981302,4.03113045883718
"55","GSM1256707","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.14830799026758,3.45276729971162,3.8005376449896
"56","GSM1256708","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.89372206284068,4.77354269627818,4.33363237955943
"57","GSM1256709","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",4.01707949375813,4.47356517637671,4.24532233506742
"58","GSM1256710","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.41403020466237,5.80861463663438,5.11132242064838
"59","GSM1256711","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.10132529535112,5.1839570162466,4.64264115579886
"60","GSM1256712","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.75499800870991,3.81313679596845,3.78406740233918
"61","GSM1256713","Early Secretory Endometrial tissue","Endometriosis","Minimal/Mild",3.80890651888279,4.13637845008643,3.97264248448461
"62","GSM1256714","Mid-Secretory Endometrial tissue","Endometriosis","Moderate/Severe",3.52408840947887,3.23082204685383,3.37745522816635
"63","GSM1256715","Mid-Secretory Endometrial tissue","Endometriosis","Minimal/Mild",4.56940333999177,5.34408994811679,4.95674664405428
"64","GSM1256716","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",4.4243788753139,5.04369727185034,4.73403807358212
"65","GSM1256717","Early Secretory Endometrial tissue","Endometriosis","Moderate/Severe",2.99853856777043,4.77354269627818,3.88604063202431
"66","GSM1256718","Proliferative Endometrial tissue","Endometriosis","Minimal/Mild",4.02912924237866,3.81313679596845,3.92113301917356
"67","GSM1256719","Proliferative Endometrial tissue","Endometriosis","Moderate/Severe",3.45304169976778,3.96608400931518,3.70956285454148
"68","GSM1256720","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.89568332689727,4.78903935153349,4.84236133921538
"69","GSM1256721","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",5.72288566371016,5.39515397904472,5.55901982137744
"70","GSM1256722","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.27991058556867,5.77176003457377,5.02583531007122
"71","GSM1256723","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.70175755505889,5.75282761504335,5.22729258505112
"72","GSM1256724","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.53952967789559,5.17891163927517,4.85922065858538
"73","GSM1256725","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.21621843056543,5.32778584882908,4.77200213969726
"74","GSM1256726","Proliferative Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.1661781727428,5.32627383391264,4.74622600332772
"75","GSM1256727","Early Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.29397275525863,4.99462003569548,4.64429639547705
"76","GSM1256728","Mid-Secretory Endometrial tissue","Non-Endometriosis","No Uterine Pelvic Pathology",4.51195780376746,5.78763178341533,5.1497947935914
